#PSB_CHARACTER_TOOL_ANIMATION_DATA
#SCENE 0 20 30 160 27

#OBJECT 0
	*NodeName Bip01
	*ANIMATION 0 20 20
		1920    10.9178     8.5276    -0.0000
		2080    14.5311     9.8426    -0.0000
		2240    16.7791     9.6874    -0.0000
		2400    18.0663     8.4931    -0.0000
		2560    19.1158     6.9576    -0.0000
		2720    12.7042     4.6239    -0.0000
		2880     7.0716     2.5738    -0.0000
		3040     1.0579     0.3851    -0.0000

#OBJECT 2
	*NodeName Bip01Pelvis
	*ANIMATION 0 20 0
		0     0.5774     0.5773     0.5774     2.0944
		160    -0.5720    -0.5800    -0.5800     4.1808
		320    -0.5667    -0.5826    -0.5826     4.1728
		480    -0.5614    -0.5851    -0.5851     4.1648
		640    -0.5561    -0.5877    -0.5877     4.1567
		800    -0.5508    -0.5902    -0.5902     4.1486
		960    -0.5455    -0.5926    -0.5926     4.1404
		1120    -0.5402    -0.5950    -0.5950     4.1322
		1280    -0.5349    -0.5974    -0.5974     4.1240
		1440    -0.5297    -0.5998    -0.5998     4.1158
		1600    -0.5244    -0.6021    -0.6021     4.1075
		1760    -0.5191    -0.6044    -0.6044     4.0992
		1920    -0.5138    -0.6066    -0.6066     4.0908
		2080    -0.5085    -0.6089    -0.6089     4.0825
		2240    -0.5032    -0.6110    -0.6110     4.0741
		2400    -0.4980    -0.6132    -0.6132     4.0656
		2560    -0.4927    -0.6153    -0.6153     4.0572
		2720    -0.4874    -0.6174    -0.6174     4.0487
		2880    -0.4822    -0.6195    -0.6195     4.0401
		3040    -0.4769    -0.6215    -0.6215     4.0316

#OBJECT 3
	*NodeName Bip01Spine
	*ANIMATION 0 20 20
		0    -0.9404    -0.1599    -0.3001     0.1019
		160    -0.3177     0.6742    -0.6667     0.2128
		320    -0.0939     0.7653    -0.6367     0.3965
		480    -0.0456     0.7622    -0.6457     0.4764
		640    -0.0556     0.7168    -0.6950     0.4370
		800    -0.0951     0.6213    -0.7778     0.3575
		960    -0.1823     0.3989    -0.8987     0.2657
		1120    -0.3165    -0.0926    -0.9441     0.2053
		1280    -0.3683    -0.6233    -0.6898     0.2194
		1440    -0.3366    -0.8362    -0.4329     0.2766
		1600    -0.2963    -0.8830    -0.3640     0.3168
		1760    -0.3050    -0.8626    -0.4036     0.3001
		1920    -0.4046    -0.7691    -0.4947     0.2372
		2080    -0.5853    -0.4873    -0.6481     0.1734
		2240    -0.7019     0.1351    -0.6993     0.1527
		2400    -0.5843     0.6165    -0.5276     0.1923
		2560    -0.4709     0.7896    -0.3935     0.2470
		2720    -0.4645     0.7969    -0.3863     0.2509
		2880    -0.5087     0.7417    -0.4372     0.2258
		3040    -0.5291     0.7124    -0.4611     0.2158
		0     9.2137    -0.0020    -0.0214
		160     9.2094    -0.0012     0.1058
		320     9.2035     0.0000     0.2334
		480     9.1980     0.0007     0.3607
		640     9.1928     0.0005     0.4871
		800     9.1868    -0.0000     0.6133
		960     9.1796    -0.0007     0.7395
		1120     9.1709    -0.0014     0.8659
		1280     9.1603    -0.0019     0.9924
		1440     9.1474    -0.0023     1.1188
		1600     9.1319    -0.0023     1.2449
		1760     9.1132    -0.0023     1.3705
		1920     9.0915    -0.0023     1.4955
		2080     9.0677    -0.0023     1.6203
		2240     9.0420    -0.0023     1.7450
		2400     9.0147    -0.0023     1.8696
		2560     8.9862    -0.0023     1.9939
		2720     8.9574    -0.0023     2.1176
		2880     8.9278    -0.0023     2.2407
		3040     8.8961    -0.0023     2.3635

#OBJECT 4
	*NodeName Bip01Spine1
	*ANIMATION 0 20 20
		0    -0.1075    -0.9942    -0.0057     0.2820
		160    -0.2015    -0.9793    -0.0210     0.2138
		320    -0.3733    -0.9264    -0.0493     0.1493
		480    -0.2724    -0.9614    -0.0386     0.1101
		640     0.3151    -0.9484     0.0359     0.1261
		800     0.6363    -0.7680     0.0734     0.2007
		960     0.7480    -0.6579     0.0878     0.3013
		1120     0.7993    -0.5929     0.0980     0.4055
		1280     0.8338    -0.5411     0.1098     0.4979
		1440     0.8658    -0.4842     0.1260     0.5658
		1600     0.9526    -0.2311     0.1980     0.5327
		1760     0.9617    -0.0355     0.2718     0.4938
		1920     0.9047    -0.3166     0.2850     0.4840
		2080     0.7122    -0.6575     0.2458     0.5506
		2240     0.4945    -0.8488     0.1869     0.6865
		2400     0.3498    -0.9252     0.1474     0.8153
		2560     0.2775    -0.9513     0.1343     0.8587
		2720     0.4031    -0.8887     0.2183     0.5468
		2880     0.8401     0.2308     0.4908     0.2492
		3040     0.8401     0.2308     0.4908     0.2492
		0    26.9606    -0.0006    -0.0193
		160    26.9592    -0.0009    -0.0197
		320    26.9577    -0.0011    -0.0199
		480    26.9571    -0.0006    -0.0200
		640    26.9574     0.0008    -0.0200
		800    26.9580     0.0026    -0.0197
		960    26.9589     0.0045    -0.0192
		1120    26.9596     0.0064    -0.0185
		1280    26.9600     0.0082    -0.0177
		1440    26.9598     0.0095    -0.0170
		1600    26.9568     0.0099    -0.0174
		1760    26.9547     0.0092    -0.0179
		1920    26.9573     0.0087    -0.0180
		2080    26.9614     0.0080    -0.0173
		2240    26.9654     0.0070    -0.0157
		2400    26.9682     0.0060    -0.0139
		2560    26.9692     0.0051    -0.0133
		2720    26.9640     0.0048    -0.0173
		2880    26.9536     0.0041    -0.0196
		3040    26.9536     0.0041    -0.0196

#OBJECT 5
	*NodeName Bip01Neck
	*ANIMATION 0 0 0

#OBJECT 6
	*NodeName Bip01Head
	*ANIMATION 0 20 0
		0     0.0737     0.9918    -0.1044     1.1284
		160     0.1557     0.9877    -0.0118     0.8872
		320     0.2699     0.9524     0.1414     0.6684
		480     0.2831     0.9191     0.2739     0.5929
		640     0.1586     0.9432     0.2919     0.6553
		800     0.0208     0.9659     0.2579     0.7784
		960    -0.0968     0.9744     0.2028     0.9357
		1120    -0.1897     0.9708     0.1466     1.0961
		1280    -0.2625     0.9599     0.0988     1.2279
		1440    -0.3200     0.9452     0.0652     1.3006
		1600    -0.3770     0.9249     0.0492     1.1586
		1760    -0.4315     0.8994     0.0692     0.8689
		1920    -0.4430     0.8881     0.1222     0.6447
		2080    -0.3921     0.9103     0.1327     0.5266
		2240    -0.2959     0.9523     0.0743     0.5074
		2400    -0.2103     0.9776    -0.0060     0.5236
		2560    -0.1432     0.9870    -0.0731     0.6159
		2720    -0.1296     0.9880    -0.0838     0.6283
		2880    -0.1423     0.9871    -0.0730     0.6224
		3040    -0.1085     0.9919    -0.0660     1.1387

#OBJECT 7
	*NodeName Bip01HeadNub
	*ANIMATION 0 0 0

#OBJECT 8
	*NodeName Bone01
	*ANIMATION 0 20 0
		0    -0.5850    -0.0000    -0.8111     3.1416
		160    -0.4960    -0.0019    -0.8683     3.1414
		320    -0.4015    -0.0038    -0.9159     3.1419
		480    -0.4236    -0.0038    -0.9059     3.1418
		640    -0.4454    -0.0039    -0.8953     3.1416
		800    -0.4670    -0.0038    -0.8843     3.1414
		960    -0.4883    -0.0038    -0.8727     3.1412
		1120    -0.5093    -0.0038    -0.8606     3.1410
		1280    -0.5300    -0.0038    -0.8480     3.1408
		1440    -0.5504    -0.0038    -0.8349     3.1406
		1600    -0.5704    -0.0038    -0.8213     3.1404
		1760    -0.5902    -0.0038    -0.8073     3.1403
		1920    -0.5902    -0.0038    -0.8073     3.1403
		2080    -0.5902    -0.0038    -0.8073     3.1403
		2240    -0.5902    -0.0038    -0.8073     3.1403
		2400    -0.5902    -0.0038    -0.8073     3.1403
		2560    -0.5902    -0.0038    -0.8073     3.1403
		2720    -0.6244    -0.0120    -0.7810     3.1603
		2880    -0.6574    -0.0210    -0.7532     3.1790
		3040    -0.6548    -0.0203    -0.7555     3.1775

#OBJECT 9
	*NodeName Bip01LClavicle
	*ANIMATION 0 0 0

#OBJECT 10
	*NodeName Bip01LUpperArm
	*ANIMATION 0 20 0
		0     0.1944    -0.4623    -0.8651     0.9012
		160     0.7260    -0.5601    -0.3990     0.6309
		320     0.9003    -0.2073     0.3828     0.7341
		480     0.8257     0.1050     0.5543     1.0582
		640     0.8630     0.2259     0.4520     1.2665
		800     0.9138     0.3105     0.2619     1.3922
		960     0.8998     0.4182     0.1247     1.5692
		1120     0.7767     0.6251     0.0775     1.6856
		1280     0.6545     0.7555    -0.0284     1.6094
		1440     0.5637     0.8188    -0.1084     1.5049
		1600     0.5059     0.8401    -0.1958     1.3570
		1760     0.4300     0.8456    -0.3164     1.2642
		1920     0.4168     0.8475    -0.3285     1.3085
		2080     0.4243     0.8527    -0.3047     1.3831
		2240     0.4355     0.8569    -0.2757     1.4474
		2400     0.4397     0.8579    -0.2659     1.4571
		2560     0.4256     0.8546    -0.2975     1.3657
		2720     0.2964     0.8016    -0.5192     0.9435
		2880    -0.4263     0.3143    -0.8482     0.5316
		3040    -0.8019    -0.2673    -0.5343     0.4088

#OBJECT 11
	*NodeName Bip01LForearm
	*ANIMATION 0 20 0
		0     0.0000     1.0000     0.0000     0.8122
		160     0.0000     1.0000     0.0000     0.8122
		320    -0.0000     1.0000     0.0000     0.8122
		480     0.0000     1.0000     0.0000     0.8122
		640    -0.0000     1.0000     0.0000     0.8122
		800    -0.0000     1.0000     0.0000     0.8122
		960     0.0000     1.0000    -0.0000     0.8122
		1120    -0.0000     1.0000     0.0000     0.8122
		1280    -0.0000     1.0000    -0.0000     0.8122
		1440     0.0000     1.0000    -0.0000     0.8122
		1600     0.0000     1.0000    -0.0000     0.8207
		1760     0.0000     1.0000    -0.0000     0.8407
		1920    -0.0000     1.0000    -0.0000     0.8635
		2080    -0.0000     1.0000    -0.0000     0.8805
		2240     0.0000     1.0000     0.0000     0.8834
		2400    -0.0000     1.0000     0.0000     0.8635
		2560    -0.0000     1.0000    -0.0000     0.8122
		2720     0.0000     1.0000    -0.0000     0.6518
		2880    -0.0000     1.0000     0.0000     0.3829
		3040     0.0000     1.0000    -0.0000     0.1140

#OBJECT 12
	*NodeName Bip01LHand
	*ANIMATION 0 20 0
		0     0.8059    -0.5695    -0.1620     1.1082
		160     0.9224    -0.3752     0.0916     1.5277
		320     0.9415    -0.2323     0.2441     2.0196
		480    -0.9414     0.1314    -0.3106     4.0087
		640    -0.9543     0.0595    -0.2930     4.1806
		800     0.9754     0.0203     0.2194     1.6733
		960     0.9732     0.1778     0.1460     1.2507
		1120     0.7135     0.6363     0.2934     1.0043
		1280     0.7037     0.6192     0.3484     1.0353
		1440     0.7535     0.5430     0.3706     1.0824
		1600     0.7391     0.5532     0.3842     1.1083
		1760     0.7094     0.5811     0.3988     1.1465
		1920     0.6751     0.6128     0.4108     1.1882
		2080     0.6464     0.6381     0.4182     1.2223
		2240     0.6333     0.6498     0.4203     1.2361
		2400     0.6458     0.6403     0.4159     1.2168
		2560     0.6951     0.5963     0.4016     1.1550
		2720     0.8686     0.3782     0.3201     0.9825
		2880     0.9808    -0.1868     0.0559     0.9150
		3040     0.7663    -0.6139    -0.1892     1.1599

#OBJECT 13
	*NodeName Bip01RClavicle
	*ANIMATION 0 0 0

#OBJECT 14
	*NodeName Bip01RUpperArm
	*ANIMATION 0 20 0
		0    -0.5676    -0.0107     0.8233     0.9906
		160    -0.5845     0.4320     0.6868     0.8800
		320    -0.4397     0.7540     0.4880     0.8893
		480    -0.4078     0.8882     0.2118     0.9402
		640    -0.4799     0.8743    -0.0724     1.1473
		800    -0.5560     0.7977    -0.2336     1.4009
		960    -0.6115     0.7458    -0.2644     1.6303
		1120    -0.6215     0.7617    -0.1834     1.7975
		1280    -0.5781     0.8144    -0.0493     1.9236
		1440    -0.4981     0.8632     0.0820     2.0204
		1600    -0.3920     0.8947     0.2142     1.9528
		1760    -0.3155     0.8987     0.3047     1.8213
		1920    -0.3155     0.8957     0.3132     1.7613
		2080    -0.3520     0.8881     0.2956     1.7037
		2240    -0.4058     0.8720     0.2738     1.6326
		2400    -0.4553     0.8485     0.2696     1.5281
		2560    -0.4741     0.8257     0.3058     1.3631
		2720    -0.2928     0.8228     0.4870     0.9655
		2880     0.4386     0.6024     0.6670     0.6253
		3040     0.7530     0.3959     0.5256     0.4661

#OBJECT 15
	*NodeName Bip01RForearm
	*ANIMATION 0 20 0
		0    -0.0000     1.0000     0.0000     1.0291
		160     0.0000     1.0000     0.0000     1.0169
		320     0.0000     1.0000     0.0000     1.0291
		480     0.0000     1.0000    -0.0000     1.1061
		640     0.0000     1.0000     0.0000     1.2102
		800    -0.0000     1.0000     0.0000     1.2966
		960     0.0000     1.0000     0.0000     1.3208
		1120    -0.0000     1.0000    -0.0000     1.2462
		1280    -0.0000     1.0000    -0.0000     1.1047
		1440     0.0000     1.0000     0.0000     0.9548
		1600    -0.0000     1.0000    -0.0000     0.8545
		1760    -0.0000     1.0000     0.0000     0.8197
		1920    -0.0000     1.0000     0.0000     0.8154
		2080    -0.0000     1.0000     0.0000     0.8247
		2240    -0.0000     1.0000     0.0000     0.8303
		2400     0.0000     1.0000    -0.0000     0.8149
		2560     0.0000     1.0000     0.0000     0.7615
		2720    -0.0000     1.0000    -0.0000     0.6136
		2880     0.0000     1.0000    -0.0000     0.3821
		3040    -0.0000     1.0000    -0.0000     0.1506

#OBJECT 16
	*NodeName Bip01RHand
	*ANIMATION 0 20 0
		0    -0.8059    -0.5695     0.1620     1.1082
		160    -0.7795    -0.5998     0.1805     1.1423
		320    -0.8059    -0.5695     0.1620     1.1082
		480    -0.9357    -0.3508     0.0374     0.9601
		640    -0.9850     0.0514    -0.1648     0.8958
		800    -0.8487     0.4183    -0.3236     0.9927
		960    -0.7077     0.5909    -0.3873     1.1319
		1120    -0.6539     0.6400    -0.4035     1.1961
		1280    -0.6544     0.6396    -0.4034     1.1955
		1440    -0.6814     0.6158    -0.3957     1.1625
		1600    -0.7077     0.5909    -0.3873     1.1319
		1760    -0.7142     0.5844    -0.3851     1.1246
		1920    -0.7101     0.5886    -0.3865     1.1293
		2080    -0.7096     0.5890    -0.3867     1.1298
		2240    -0.7273     0.5712    -0.3806     1.1102
		2400    -0.7775     0.5153    -0.3605     1.0582
		2560    -0.8705     0.3828    -0.3094     0.9745
		2720    -0.9919    -0.0470    -0.1180     0.8956
		2880    -0.7783    -0.6011     0.1813     1.1439
		3040    -0.4951    -0.8071     0.3215     1.6455

#OBJECT 17
	*NodeName Bip01LThigh
	*ANIMATION 0 20 20
		0    -0.3576     0.0696    -0.9313     3.2331
		160    -0.1561     0.0403    -0.9869     3.2267
		320     0.0542     0.0301    -0.9981     3.2105
		480     0.1320     0.0310    -0.9908     3.2094
		640     0.0641     0.0276    -0.9976     3.2351
		800    -0.0605     0.0232    -0.9979     3.2736
		960    -0.2169     0.0207    -0.9760     3.3143
		1120    -0.3773     0.0224    -0.9258     3.3477
		1280    -0.5155     0.0276    -0.8565     3.3678
		1440    -0.6120     0.0333    -0.7902     3.3744
		1600    -0.6521     0.0311    -0.7575     3.3667
		1760    -0.6366     0.0300    -0.7706     3.3561
		1920    -0.5830     0.0384    -0.8115     3.3496
		2080    -0.5036     0.0485    -0.8626     3.3447
		2240    -0.4052     0.0585    -0.9124     3.3421
		2400    -0.2973     0.0666    -0.9525     3.3419
		2560    -0.1918     0.0712    -0.9788     3.3436
		2720    -0.1190     0.0672    -0.9906     3.3448
		2880    -0.0681     0.0589    -0.9959     3.3439
		3040    -0.0160     0.0529    -0.9985     3.3422
		0    -9.4461     7.6829     0.9258
		160   -10.1752     6.6700    -1.0036
		320   -10.4426     5.5599    -2.9976
		480   -10.4543     4.9761    -3.8541
		640   -10.5721     5.0099    -3.4723
		800   -10.6914     5.2733    -2.6165
		960   -10.7063     5.6777    -1.4660
		1120   -10.5567     6.1297    -0.2167
		1280   -10.2703     6.5395     0.9324
		1440    -9.9625     6.8303     1.8014
		1600    -9.8710     6.8667     2.1394
		1760    -9.9625     6.8304     1.8014
		1920   -10.0190     6.9126     0.9751
		2080    -9.9853     7.0259    -0.0486
		2240    -9.8242     7.1586    -1.1251
		2400    -9.5570     7.2932    -2.1112
		2560    -9.2616     7.4076    -2.8809
		2720    -9.1918     7.4319    -3.0365
		2880    -9.2616     7.4076    -2.8809
		3040    -9.2616     7.4076    -2.8809

#OBJECT 18
	*NodeName Bip01LCalf
	*ANIMATION 0 20 0
		0     0.0000     1.0000    -0.0000     0.5318
		160     0.0000     1.0000     0.0000     0.5374
		320     0.0000     1.0000    -0.0000     0.5430
		480     0.0000     1.0000    -0.0000     0.5574
		640     0.0000     1.0000     0.0000     0.5883
		800    -0.0000     1.0000    -0.0000     0.6318
		960    -0.0000     1.0000    -0.0000     0.6797
		1120    -0.0000     1.0000    -0.0000     0.7237
		1280    -0.0000     1.0000     0.0000     0.7555
		1440     0.0000     1.0000    -0.0000     0.7668
		1600     0.0000     1.0000     0.0000     0.7492
		1760     0.0000     1.0000    -0.0000     0.7043
		1920    -0.0000     1.0000     0.0000     0.6415
		2080    -0.0000     1.0000    -0.0000     0.5643
		2240     0.0000     1.0000     0.0000     0.4764
		2400     0.0000     1.0000     0.0000     0.3814
		2560    -0.0000     1.0000    -0.0000     0.2828
		2720     0.0000     1.0000    -0.0000     0.1842
		2880     0.0000     1.0000     0.0000     0.0891
		3040    -0.0000     1.0000    -0.0000     0.0012

#OBJECT 19
	*NodeName Bip01LFoot
	*ANIMATION 0 20 0
		0     0.6356     0.0469     0.7706     0.3506
		160     0.3587    -0.3310     0.8728     0.4222
		320     0.1295    -0.5399     0.8317     0.5505
		480     0.0577    -0.5973     0.8000     0.6316
		640     0.0867    -0.5843     0.8069     0.6414
		800     0.1477    -0.5496     0.8223     0.6275
		960     0.2338    -0.4991     0.8344     0.5967
		1120     0.3367    -0.4374     0.8339     0.5570
		1280     0.4435    -0.3713     0.8157     0.5171
		1440     0.5367    -0.3128     0.7837     0.4845
		1600     0.5964    -0.2808     0.7519     0.4654
		1760     0.6257    -0.2767     0.7293     0.4570
		1920     0.6414    -0.2865     0.7117     0.4522
		2080     0.6460    -0.3075     0.6987     0.4502
		2240     0.6417    -0.3366     0.6892     0.4503
		2400     0.6308    -0.3708     0.6816     0.4519
		2560     0.6158    -0.4072     0.6745     0.4542
		2720     0.5991    -0.4429     0.6670     0.4565
		2880     0.5835    -0.4754     0.6584     0.4582
		3040     0.5718    -0.5027     0.6483     0.4584

#OBJECT 20
	*NodeName Bip01LToe0
	*ANIMATION 0 0 0

#OBJECT 21
	*NodeName Bip01LToe0Nub
	*ANIMATION 0 0 0

#OBJECT 22
	*NodeName Bip01RThigh
	*ANIMATION 0 20 20
		0    -0.0639     0.0437    -0.9970     2.9477
		160     0.0163     0.0179    -0.9997     2.8381
		320     0.1037    -0.0085    -0.9946     2.7326
		480     0.1294    -0.0233    -0.9913     2.6792
		640     0.0699    -0.0268    -0.9972     2.6773
		800    -0.0489    -0.0290    -0.9984     2.6935
		960    -0.2044    -0.0279    -0.9785     2.7220
		1120    -0.3700    -0.0216    -0.9288     2.7549
		1280    -0.5198    -0.0112    -0.8542     2.7842
		1440    -0.6347    -0.0005    -0.7728     2.8034
		1600    -0.7017     0.0008    -0.7125     2.8053
		1760    -0.7113    -0.0001    -0.7029     2.7993
		1920    -0.6696     0.0074    -0.7427     2.7932
		2080    -0.5932     0.0185    -0.8048     2.7849
		2240    -0.4878     0.0318    -0.8724     2.7763
		2400    -0.3629     0.0462    -0.9307     2.7694
		2560    -0.2326     0.0608    -0.9707     2.7649
		2720    -0.1316     0.0767    -0.9883     2.7625
		2880    -0.0527     0.0928    -0.9943     2.7623
		3040     0.0244     0.1064    -0.9940     2.7637
		0    -8.9697    -8.2595    -0.6103
		160    -7.8412    -9.1561    -1.9163
		320    -6.4135    -9.9486    -2.9729
		480    -5.6471   -10.2995    -3.3110
		640    -5.7990   -10.2815    -3.0989
		800    -6.2698   -10.1278    -2.6603
		960    -6.8839    -9.8727    -2.0317
		1120    -7.4825    -9.5600    -1.2799
		1280    -7.9524    -9.2489    -0.5176
		1440    -8.2396    -9.0098     0.1076
		1600    -8.2625    -8.9810     0.4043
		1760    -8.2396    -9.0098     0.1076
		1920    -8.2961    -8.9275    -0.7186
		2080    -8.2626    -8.8143    -1.7422
		2240    -8.1017    -8.6816    -2.8186
		2400    -7.8347    -8.5471    -3.8046
		2560    -7.5395    -8.4327    -4.5742
		2720    -7.4698    -8.4084    -4.7299
		2880    -7.5395    -8.4327    -4.5742
		3040    -7.5395    -8.4327    -4.5742

#OBJECT 23
	*NodeName Bip01RCalf
	*ANIMATION 0 20 0
		0     0.0000     1.0000    -0.0000     0.4787
		160     0.0000     1.0000    -0.0000     0.5764
		320    -0.0000     1.0000    -0.0000     0.6836
		480    -0.0000     1.0000    -0.0000     0.7718
		640    -0.0000     1.0000    -0.0000     0.8123
		800    -0.0000     1.0000     0.0000     0.8100
		960     0.0000     1.0000     0.0000     0.7911
		1120     0.0000     1.0000    -0.0000     0.7587
		1280     0.0000     1.0000    -0.0000     0.7159
		1440    -0.0000     1.0000     0.0000     0.6660
		1600    -0.0000     1.0000    -0.0000     0.6121
		1760    -0.0000     1.0000    -0.0000     0.5573
		1920     0.0000     1.0000     0.0000     0.4996
		2080    -0.0000     1.0000     0.0000     0.4357
		2240    -0.0000     1.0000    -0.0000     0.3669
		2400    -0.0000     1.0000     0.0000     0.2947
		2560     0.0000     1.0000    -0.0000     0.2206
		2720    -0.0000     1.0000     0.0000     0.1461
		2880     0.0000     1.0000     0.0000     0.0724
		3040    -0.0000     1.0000     0.0000     0.0012

#OBJECT 24
	*NodeName Bip01RFoot
	*ANIMATION 0 20 0
		0    -0.2245    -0.8308    -0.5093     0.6200
		160    -0.2013    -0.7622    -0.6152     0.5366
		320    -0.1538    -0.6484    -0.7456     0.4598
		480    -0.1004    -0.4935    -0.8639     0.3992
		640    -0.0855    -0.3376    -0.9374     0.3560
		800    -0.1313    -0.1924    -0.9725     0.3191
		960    -0.2104    -0.0211    -0.9774     0.2837
		1120    -0.2946     0.1757    -0.9393     0.2517
		1280    -0.3479     0.3860    -0.8544     0.2259
		1440    -0.3418     0.5787    -0.7404     0.2085
		1600    -0.2800     0.7159    -0.6396     0.1987
		1760    -0.1968     0.7778    -0.5969     0.1925
		1920    -0.1197     0.7689    -0.6281     0.1838
		2080    -0.0482     0.6927    -0.7196     0.1717
		2240     0.0213     0.5317    -0.8467     0.1615
		2400     0.0869     0.2825    -0.9553     0.1598
		2560     0.1389     0.0004    -0.9903     0.1713
		2720     0.1726    -0.2375    -0.9559     0.1946
		2880     0.1931    -0.4033    -0.8944     0.2244
		3040     0.2073    -0.5088    -0.8355     0.2548

#OBJECT 25
	*NodeName Bip01RToe0
	*ANIMATION 0 20 0
		0     0.0596    -0.9946     0.0850     1.5919
		160     0.0596    -0.9946     0.0850     1.5919
		320     0.0596    -0.9946     0.0850     1.5919
		480     0.0596    -0.9946     0.0850     1.5919
		640     0.0596    -0.9946     0.0850     1.5919
		800     0.0519    -0.9952     0.0827     1.6190
		960     0.0315    -0.9966     0.0765     1.6954
		1120     0.0043    -0.9977     0.0682     1.8066
		1280    -0.0233    -0.9979     0.0597     1.9308
		1440    -0.0461    -0.9975     0.0526     2.0433
		1600    -0.0610    -0.9970     0.0480     2.1214
		1760    -0.0661    -0.9967     0.0464     2.1494
		1920    -0.0661    -0.9967     0.0464     2.1494
		2080    -0.0661    -0.9967     0.0464     2.1494
		2240    -0.0661    -0.9967     0.0464     2.1494
		2400    -0.0661    -0.9967     0.0464     2.1494
		2560    -0.0661    -0.9967     0.0464     2.1494
		2720    -0.0661    -0.9967     0.0464     2.1494
		2880    -0.0661    -0.9967     0.0464     2.1494
		3040    -0.0661    -0.9967     0.0464     2.1494

#OBJECT 26
	*NodeName Bip01RToe0Nub
	*ANIMATION 0 0 0
