#PSB_CHARACTER_TOOL_ANIMATION_DATA
#SCENE 0 40 30 160 27

#OBJECT 0
	*NodeName Bip01
	*ANIMATION 0 40 40
		3360     9.2116    -0.0035    -0.0211
		3520     9.2148    -0.0038    -0.0211
		3680     9.2177    -0.0040    -0.0206
		3840     9.2190    -0.0041    -0.0203
		4000     9.2190    -0.0041    -0.0203
		4160     9.2186    -0.0041    -0.0204
		4320     9.2180    -0.0041    -0.0206
		4480     9.2172    -0.0041    -0.0207
		4640     9.2164    -0.0040    -0.0209
		4800     9.2155    -0.0040    -0.0210
		4960     9.2146    -0.0039    -0.0211
		5120     9.2140    -0.0038    -0.0211
		5280     9.2135    -0.0037    -0.0211
		5440     9.2133    -0.0035    -0.0212
		5600     9.2132    -0.0033    -0.0212
		5760     9.2132    -0.0031    -0.0212
		5920     9.2134    -0.0028    -0.0213
		6080     9.2135    -0.0026    -0.0213
		6240     9.2137    -0.0023    -0.0213

#OBJECT 4
	*NodeName Bip01Spine1
	*ANIMATION 0 40 40
		0    -0.1075    -0.9942    -0.0057     0.2820
		160    -0.1769    -0.9841    -0.0169     0.2323
		320    -0.3253    -0.9447    -0.0403     0.1815
		480    -0.4461    -0.8929    -0.0608     0.1402
		640    -0.2724    -0.9614    -0.0386     0.1101
		800     0.3663    -0.9296     0.0414     0.1347
		960     0.6797    -0.7292     0.0790     0.2347
		1120     0.7794    -0.6193     0.0944     0.3619
		1280     0.8279    -0.5503     0.1079     0.4812
		1440     0.8658    -0.4842     0.1260     0.5658
		1600     0.9384    -0.2834     0.1977     0.5347
		1760     0.9617    -0.0355     0.2718     0.4938
		1920     0.9613     0.0138     0.2753     0.5089
		2080     0.9649     0.0226     0.2616     0.5398
		2240     0.9688     0.0089     0.2476     0.5629
		2400     0.9693    -0.0132     0.2457     0.5553
		2560     0.9617    -0.0355     0.2718     0.4938
		2720     0.7119    -0.2070     0.6711     0.1914
		2880    -0.8549    -0.2386     0.4607     0.2600
		3040    -0.9032    -0.2091     0.3750     0.3147
		3200    -0.8825    -0.2227     0.4143     0.2869
		3360    -0.8549    -0.2386     0.4607     0.2600
		3520    -0.8659    -0.2325     0.4429     0.2697
		3680    -0.8758    -0.2268     0.4261     0.2796
		3840    -0.8549    -0.2386     0.4607     0.2600
		4000    -0.7694    -0.2695     0.5791     0.2110
		4160    -0.5455    -0.3011     0.7822     0.1613
		4320    -0.0328    -0.2826     0.9587     0.1365
		4480     0.5137    -0.1754     0.8398     0.1612
		4640     0.7681    -0.0874     0.6343     0.2193
		4800     0.8672    -0.0445     0.4960     0.2851
		4960     0.9111    -0.0299     0.4111     0.3442
		5120     0.9332    -0.0344     0.3578     0.3882
		5280     0.9444    -0.0567     0.3239     0.4105
		5440     0.9467    -0.1079     0.3036     0.4024
		5600     0.9352    -0.2025     0.2905     0.3656
		5760     0.8920    -0.3578     0.2763     0.3133
		5920     0.7701    -0.5886     0.2459     0.2626
		6080     0.5058    -0.8443     0.1770     0.2353
		6240     0.1570    -0.9845     0.0779     0.2452
		0    26.9606    -0.0006    -0.0193
		160    26.9595    -0.0008    -0.0196
		320    26.9584    -0.0012    -0.0198
		480    26.9575    -0.0013    -0.0199
		640    26.9571    -0.0006    -0.0200
		800    26.9575     0.0010    -0.0199
		960    26.9584     0.0032    -0.0196
		1120    26.9593     0.0056    -0.0188
		1280    26.9599     0.0078    -0.0179
		1440    26.9599     0.0095    -0.0170
		1600    26.9574     0.0098    -0.0174
		1760    26.9547     0.0092    -0.0179
		1920    26.9542     0.0094    -0.0178
		2080    26.9540     0.0100    -0.0175
		2240    26.9541     0.0104    -0.0172
		2400    26.9544     0.0103    -0.0173
		2560    26.9547     0.0092    -0.0179
		2720    26.9556     0.0028    -0.0199
		2880    26.9565    -0.0043    -0.0196
		3040    26.9566    -0.0056    -0.0193
		3200    26.9565    -0.0050    -0.0194
		3360    26.9565    -0.0043    -0.0196
		3520    26.9565    -0.0046    -0.0195
		3680    26.9565    -0.0048    -0.0195
		3840    26.9565    -0.0043    -0.0196
		4000    26.9563    -0.0032    -0.0198
		4160    26.9561    -0.0017    -0.0200
		4320    26.9557    -0.0000    -0.0201
		4480    26.9554     0.0017    -0.0200
		4640    26.9551     0.0034    -0.0198
		4800    26.9549     0.0049    -0.0195
		4960    26.9548     0.0062    -0.0191
		5120    26.9547     0.0071    -0.0188
		5280    26.9549     0.0076    -0.0186
		5440    26.9554     0.0075    -0.0187
		5600    26.9561     0.0068    -0.0189
		5760    26.9570     0.0056    -0.0192
		5920    26.9579     0.0041    -0.0195
		6080    26.9589     0.0025    -0.0196
		6240    26.9598     0.0008    -0.0195

#OBJECT 5
	*NodeName Bip01Neck
	*ANIMATION 0 0 0

#OBJECT 6
	*NodeName Bip01Head
	*ANIMATION 0 40 0
		0     0.0737     0.9918    -0.1044     1.1284
		160     0.1332     0.9902    -0.0429     0.9455
		320     0.2299     0.9718     0.0517     0.7469
		480     0.3270     0.9278     0.1796     0.5957
		640     0.3281     0.8988     0.2905     0.5383
		800     0.1840     0.9321     0.3118     0.5910
		960     0.0009     0.9650     0.2624     0.7300
		1120    -0.1492     0.9702     0.1907     0.9173
		1280    -0.2563     0.9584     0.1254     1.1034
		1440    -0.3273     0.9418     0.0770     1.2376
		1600    -0.3661     0.9296     0.0433     1.1787
		1760    -0.3664     0.9305     0.0030     1.1310
		1920    -0.3522     0.9356    -0.0228     1.2462
		2080    -0.3619     0.9322    -0.0096     1.3075
		2240    -0.3791     0.9244     0.0426     1.2870
		2400    -0.3709     0.9225     0.1069     1.2481
		2560    -0.3199     0.9312     0.1747     1.1735
		2720    -0.0051     0.9801     0.1983     0.9391
		2880     0.4243     0.8980     0.1166     0.8368
		3040     0.4857     0.8642     0.1313     0.9319
		3200     0.4466     0.8794     0.1652     1.0796
		3360     0.4158     0.8924     0.1755     1.2209
		3520     0.4192     0.8937     0.1598     1.3553
		3680     0.4145     0.9001     0.1341     1.4862
		3840     0.3706     0.9239     0.0956     1.5491
		4000     0.2799     0.9594     0.0335     1.5511
		4160     0.1634     0.9853    -0.0501     1.5481
		4320     0.0361     0.9890    -0.1433     1.5441
		4480    -0.0857     0.9689    -0.2320     1.5367
		4640    -0.1892     0.9343    -0.3021     1.5173
		4800    -0.2672     0.9016    -0.3401     1.4740
		4960    -0.3241     0.8792    -0.3491     1.4117
		5120    -0.3652     0.8657    -0.3423     1.3475
		5280    -0.3863     0.8643    -0.3221     1.2879
		5440    -0.3789     0.8780    -0.2924     1.2376
		5600    -0.3406     0.9042    -0.2576     1.1967
		5760    -0.2759     0.9355    -0.2207     1.1658
		5920    -0.1918     0.9639    -0.1847     1.1452
		6080    -0.0979     0.9835    -0.1521     1.1344
		6240    -0.0057     0.9921    -0.1250     1.1305

#OBJECT 7
	*NodeName Bip01HeadNub
	*ANIMATION 0 0 0

#OBJECT 8
	*NodeName Bone01
	*ANIMATION 0 40 0
		0    -0.5850    -0.0000    -0.8111     3.1416
		160    -0.5263    -0.0013    -0.8503     3.1413
		320    -0.4651    -0.0026    -0.8853     3.1415
		480    -0.4015    -0.0038    -0.9159     3.1419
		640    -0.4263    -0.0038    -0.9046     3.1417
		800    -0.4508    -0.0039    -0.8926     3.1415
		960    -0.4750    -0.0038    -0.8800     3.1413
		1120    -0.4988    -0.0038    -0.8667     3.1411
		1280    -0.5222    -0.0038    -0.8528     3.1409
		1440    -0.5453    -0.0038    -0.8382     3.1407
		1600    -0.5680    -0.0038    -0.8231     3.1405
		1760    -0.5902    -0.0038    -0.8073     3.1403
		1920    -0.5453    -0.0038    -0.8382     3.1407
		2080    -0.4988    -0.0038    -0.8667     3.1411
		2240    -0.4508    -0.0039    -0.8926     3.1415
		2400    -0.4015    -0.0038    -0.9159     3.1419
		2560    -0.4508    -0.0039    -0.8926     3.1415
		2720    -0.4988    -0.0038    -0.8667     3.1411
		2880    -0.5453    -0.0038    -0.8382     3.1407
		3040    -0.5902    -0.0038    -0.8073     3.1403
		3200    -0.5738    -0.0038    -0.8190     3.1404
		3360    -0.5572    -0.0038    -0.8304     3.1406
		3520    -0.5404    -0.0038    -0.8414     3.1407
		3680    -0.5233    -0.0038    -0.8521     3.1409
		3840    -0.5061    -0.0038    -0.8625     3.1410
		4000    -0.4886    -0.0038    -0.8725     3.1412
		4160    -0.4709    -0.0038    -0.8822     3.1413
		4320    -0.4531    -0.0039    -0.8915     3.1415
		4480    -0.4350    -0.0039    -0.9004     3.1417
		4640    -0.4168    -0.0038    -0.9090     3.1418
		4800    -0.3984    -0.0038    -0.9172     3.1420
		4960    -0.3798    -0.0038    -0.9250     3.1421
		5120    -0.3611    -0.0038    -0.9325     3.1423
		5280    -0.3907    -0.0034    -0.9205     3.1420
		5440    -0.4199    -0.0029    -0.9076     3.1417
		5600    -0.4486    -0.0024    -0.8937     3.1416
		5760    -0.4769    -0.0019    -0.8789     3.1414
		5920    -0.5047    -0.0014    -0.8633     3.1414
		6080    -0.5320    -0.0010    -0.8467     3.1414
		6240    -0.5588    -0.0005    -0.8293     3.1415

#OBJECT 9
	*NodeName Bip01LClavicle
	*ANIMATION 0 0 0

#OBJECT 10
	*NodeName Bip01LUpperArm
	*ANIMATION 0 40 0
		0     0.1944    -0.4623    -0.8651     0.9012
		160     0.4233    -0.7212    -0.5484     1.0093
		320     0.5291    -0.8275    -0.1879     1.1853
		480     0.6202    -0.7784     0.0973     1.3455
		640     0.8552    -0.4890     0.1720     1.2263
		800     0.9943     0.0161     0.1056     1.2364
		960     0.8934     0.4438     0.0698     1.4905
		1120     0.7705     0.6366     0.0343     1.6507
		1280     0.6629     0.7485    -0.0195     1.6328
		1440     0.5637     0.8188    -0.1084     1.5049
		1600     0.5645     0.7648    -0.3106     1.1428
		1760     0.5048     0.3342    -0.7959     0.6986
		1920     0.1636    -0.5472    -0.8208     0.7834
		2080     0.0473    -0.8104    -0.5840     1.0393
		2240     0.0957    -0.8858    -0.4540     1.0943
		2400     0.1701    -0.9253    -0.3390     1.0598
		2560     0.2635    -0.9386    -0.2225     0.9276
		2720     0.2949    -0.9458    -0.1361     0.4859
		2880     0.9411     0.2851     0.1820     0.1286
		3040     0.7989     0.5846     0.1417     0.4787
		3200     0.8696     0.4619     0.1746     0.8316
		3360     0.8956     0.2697     0.3539     1.0845
		3520     0.8869     0.1275     0.4441     1.2625
		3680     0.9124     0.0840     0.4005     1.3819
		3840     0.9223     0.0306     0.3851     1.4354
		4000     0.9154    -0.0203     0.4021     1.4409
		4160     0.9031    -0.0452     0.4270     1.4360
		4320     0.8858    -0.0269     0.4633     1.4231
		4480     0.8541     0.1178     0.5065     1.4220
		4640     0.7800     0.3639     0.5090     1.4381
		4800     0.6839     0.5797     0.4430     1.4205
		4960     0.6307     0.7415     0.2289     1.2533
		5120     0.5006     0.8650    -0.0347     1.1197
		5280     0.1410     0.9900     0.0061     1.1904
		5440    -0.0977     0.9931     0.0649     1.2351
		5600    -0.1223     0.9920    -0.0297     1.0141
		5760    -0.1037     0.9723    -0.2097     0.7730
		5920    -0.0122     0.8357    -0.5490     0.5670
		6080     0.1454     0.3550    -0.9235     0.5107
		6240     0.2145    -0.1797    -0.9600     0.6589

#OBJECT 11
	*NodeName Bip01LForearm
	*ANIMATION 0 40 0
		0     0.0000     1.0000     0.0000     0.8122
		160    -0.0000     1.0000    -0.0000     0.8122
		320    -0.0000     1.0000     0.0000     0.8122
		480    -0.0000     1.0000     0.0000     0.8122
		640    -0.0000     1.0000    -0.0000     0.8122
		800     0.0000     1.0000     0.0000     0.8122
		960     0.0000     1.0000     0.0000     0.8122
		1120     0.0000     1.0000    -0.0000     0.8122
		1280     0.0000     1.0000     0.0000     0.8122
		1440     0.0000     1.0000     0.0000     0.8122
		1600    -0.0000     1.0000     0.0000     0.8122
		1760    -0.0000     1.0000    -0.0000     0.9641
		1920     0.0000     1.0000     0.0000     1.1402
		2080    -0.0000     1.0000    -0.0000     1.2485
		2240     0.0000     1.0000     0.0000     1.2805
		2400    -0.0000     1.0000    -0.0000     1.2930
		2560    -0.0000     1.0000     0.0000     1.2912
		2720    -0.0000     1.0000    -0.0000     1.2805
		2880    -0.0000     1.0000    -0.0000     1.2663
		3040     0.0000     1.0000     0.0000     1.2538
		3200    -0.0000     1.0000    -0.0000     1.2485
		3360    -0.0000     1.0000     0.0000     1.2485
		3520    -0.0000     1.0000     0.0000     1.2485
		3680     0.0000     1.0000    -0.0000     1.2485
		3840    -0.0000     1.0000    -0.0000     1.2485
		4000     0.0000     1.0000     0.0000     1.2485
		4160    -0.0000     1.0000     0.0000     1.2485
		4320    -0.0000     1.0000     0.0000     1.2485
		4480     0.0000     1.0000     0.0000     1.2485
		4640     0.0000     1.0000     0.0000     1.2485
		4800    -0.0000     1.0000    -0.0000     1.2485
		4960    -0.0000     1.0000    -0.0000     1.2921
		5120     0.0000     1.0000     0.0000     1.2485
		5280     0.0000     1.0000    -0.0000     0.8694
		5440    -0.0000     1.0000    -0.0000     0.5504
		5600    -0.0000     1.0000    -0.0000     0.5258
		5760     0.0000     1.0000    -0.0000     0.5504
		5920    -0.0000     1.0000    -0.0000     0.6076
		6080    -0.0000     1.0000     0.0000     0.6813
		6240    -0.0000     1.0000     0.0000     0.7549

#OBJECT 12
	*NodeName Bip01LHand
	*ANIMATION 0 40 0
		0     0.8059    -0.5695    -0.1620     1.1082
		160     0.7701    -0.6026    -0.2095     1.0634
		320     0.7276    -0.6350    -0.2595     1.0229
		480     0.8059    -0.5695    -0.1620     1.1082
		640    -0.9414     0.1314    -0.3106     4.0087
		800     0.9644    -0.0054     0.2643     1.8948
		960     0.9732     0.1778     0.1460     1.2507
		1120     0.7135     0.6363     0.2934     1.0043
		1280     0.6141     0.6966     0.3711     1.1284
		1440     0.7535     0.5430     0.3706     1.0824
		1600     0.5976    -0.7516    -0.2794     1.4534
		1760     0.4959    -0.8069    -0.3209     1.6624
		1920     0.4992    -0.8053    -0.3199     1.6432
		2080     0.5149    -0.7976    -0.3141     1.6004
		2240     0.5091    -0.8005    -0.3164     1.6115
		2400     0.5068    -0.8016    -0.3172     1.6159
		2560     0.5071    -0.8014    -0.3171     1.6153
		2720     0.5091    -0.8005    -0.3164     1.6115
		2880     0.5116    -0.7992    -0.3154     1.6066
		3040     0.5139    -0.7981    -0.3145     1.6022
		3200     0.5149    -0.7977    -0.3141     1.6004
		3360     0.4809    -0.8092    -0.3377     1.6536
		3520     0.5149    -0.7976    -0.3141     1.6004
		3680     0.6894    -0.7042    -0.1695     1.3713
		3840     0.8802    -0.4675     0.0814     1.1956
		4000     0.9276    -0.0927     0.3618     1.1996
		4160     0.8158     0.2278     0.5316     1.3733
		4320     0.6915     0.4059     0.5975     1.5821
		4480     0.6478     0.4548     0.6112     1.6647
		4640     0.6696     0.4311     0.6048     1.6228
		4800     0.6915     0.4059     0.5975     1.5821
		4960     0.6226     0.4514     0.6392     1.6332
		5120     0.6915     0.4059     0.5975     1.5821
		5280     0.9918    -0.1276     0.0063     1.6023
		5440     0.7795    -0.4679    -0.4164     2.0844
		5600     0.7248    -0.5195    -0.4525     2.0714
		5760     0.7081    -0.5475    -0.4459     1.9465
		5920     0.7215    -0.5604    -0.4067     1.7474
		6080     0.7538    -0.5628    -0.3393     1.5155
		6240     0.7892    -0.5608    -0.2505     1.2912

#OBJECT 13
	*NodeName Bip01RClavicle
	*ANIMATION 0 0 0

#OBJECT 14
	*NodeName Bip01RUpperArm
	*ANIMATION 0 40 0
		0    -0.5676    -0.0107     0.8233     0.9906
		160    -0.5890     0.2493     0.7687     0.8757
		320    -0.5014     0.5354     0.6797     0.8315
		480    -0.4053     0.7620     0.5050     0.8498
		640    -0.4231     0.8927     0.1553     0.9471
		800    -0.5029     0.8459    -0.1775     1.2225
		960    -0.5783     0.7610    -0.2940     1.5363
		1120    -0.6216     0.7612    -0.1847     1.6722
		1280    -0.5984     0.8012    -0.0052     1.7699
		1440    -0.5247     0.8462     0.0928     1.9780
		1600    -0.4029     0.8919     0.2054     1.9607
		1760    -0.2207     0.8769     0.4269     1.4158
		1920    -0.0081     0.4783     0.8782     0.7562
		2080     0.1634    -0.4408     0.8826     0.6150
		2240    -0.0618    -0.7445     0.6648     0.5342
		2400    -0.4694    -0.8391     0.2750     0.5176
		2560    -0.7424    -0.6581    -0.1258     0.6329
		2720    -0.6442    -0.6295    -0.4345     0.9349
		2880    -0.5443    -0.6226    -0.5622     1.1892
		3040    -0.6901    -0.4264    -0.5847     1.2582
		3200    -0.8450    -0.1026    -0.5249     1.3560
		3360    -0.8816     0.1942    -0.4303     1.5072
		3520    -0.8495     0.3833    -0.3626     1.6299
		3680    -0.7917     0.5421    -0.2816     1.6600
		3840    -0.6803     0.7217    -0.1279     1.5880
		4000    -0.5074     0.8577     0.0828     1.5010
		4160    -0.3394     0.9040     0.2601     1.4381
		4320    -0.2120     0.8931     0.3968     1.3182
		4480    -0.0830     0.8420     0.5331     1.1230
		4640     0.0624     0.7445     0.6646     0.9118
		4800     0.2190     0.5984     0.7707     0.7465
		4960     0.3403     0.4611     0.8195     0.6777
