#PSB_CHARACTER_TOOL_ANIMATION_DATA
#SCENE 0 100 30 160 39

#OBJECT 0
	*NodeName swat:Hips
	*ANIMATION 0 100 100
		9600    -0.8630     0.3846     0.3277     1.4826
		9760    -0.8631     0.3846     0.3275     1.4826
		9920    -0.8631     0.3846     0.3274     1.4827
		10080    -0.8631     0.3847     0.3273     1.4827
		10240    -0.8631     0.3848     0.3272     1.4827
		10400    -0.8631     0.3849     0.3271     1.4828
		10560    -0.8630     0.3850     0.3270     1.4828
		10720    -0.8630     0.3851     0.3270     1.4829
		10880    -0.8630     0.3852     0.3270     1.4829
		11040    -0.8629     0.3853     0.3270     1.4830
		11200    -0.8629     0.3854     0.3270     1.4830
		11360    -0.8628     0.3856     0.3269     1.4830
		11520    -0.8627     0.3857     0.3270     1.4830
		11680    -0.8627     0.3858     0.3270     1.4829
		11840    -0.8626     0.3859     0.3270     1.4829
		12000    -0.8626     0.3859     0.3270     1.4828
		12160    -0.8626     0.3860     0.3270     1.4827
		12320    -0.8626     0.3860     0.3270     1.4825
		12480    -0.8626     0.3860     0.3270     1.4824
		12640    -0.8626     0.3860     0.3270     1.4823
		12800    -0.8626     0.3860     0.3269     1.4822
		12960    -0.8626     0.3861     0.3269     1.4821
		13120    -0.8626     0.3861     0.3269     1.4819
		13280    -0.8626     0.3861     0.3268     1.4818
		13440    -0.8626     0.3861     0.3268     1.4816
		13600    -0.8626     0.3861     0.3268     1.4815
		13760    -0.8626     0.3861     0.3268     1.4813
		13920    -0.8626     0.3861     0.3268     1.4812
		14080    -0.8626     0.3861     0.3268     1.4810
		14240    -0.8626     0.3861     0.3268     1.4809
		14400    -0.8626     0.3860     0.3269     1.4807
		14560    -0.8626     0.3861     0.3269     1.4806
		14720    -0.8626     0.3861     0.3269     1.4805
		14880    -0.8626     0.3861     0.3270     1.4804
		15040    -0.8626     0.3861     0.3270     1.4804
		15200    -0.8626     0.3861     0.3270     1.4804
		15360    -0.8626     0.3861     0.3270     1.4804
		15520    -0.8626     0.3861     0.3270     1.4804
		15680    -0.8626     0.3861     0.3270     1.4804
		15840    -0.8626     0.3861     0.3270     1.4804
		0     0.0075    36.6139     0.0082
		160     0.0075    36.6139     0.0082
		320     0.0075    36.6139     0.0127
		480     0.0103    36.6139     0.0176
		640     0.0130    36.6139     0.0227
		800     0.0157    36.6139     0.0281
		960     0.0181    36.6139     0.0336
		1120     0.0202    36.6139     0.0391
		1280     0.0220    36.6139     0.0446
		1440     0.0236    36.6139     0.0501
		1600     0.0250    36.6139     0.0553
		1760     0.0261    36.6139     0.0604
		1920     0.0269    36.6139     0.0651
		2080     0.0275    36.6139     0.0694
		2240     0.0278    36.6139     0.0732
		2400     0.0279    36.6161     0.0766
		2560     0.0277    36.6180     0.0796
		2720     0.0272    36.6196     0.0819
		2880     0.0265    36.6209     0.0838
		3040     0.0255    36.6218     0.0852
		3200     0.0242    36.6230     0.0862
		3360     0.0226    36.6244     0.0867
		3520     0.0208    36.6260     0.0868
		3680     0.0188    36.6277     0.0866
		3840     0.0167    36.6296     0.0861
		4000     0.0143    36.6315     0.0853
		4160     0.0117    36.6335     0.0841
		4320     0.0090    36.6356     0.0828
		4480     0.0060    36.6378     0.0813
		4640     0.0030    36.6401     0.0795
		4800    -0.0001    36.6424     0.0776
		4960    -0.0031    36.6448     0.0754
		5120    -0.0061    36.6473     0.0731
		5280    -0.0090    36.6497     0.0706
		5440    -0.0119    36.6522     0.0680
		5600    -0.0148    36.6548     0.0652
		5760    -0.0178    36.6575     0.0623
		5920    -0.0209    36.6605     0.0594
		6080    -0.0240    36.6635     0.0563
		6240    -0.0271    36.6665     0.0530
		6400    -0.0300    36.6694     0.0497
		6560    -0.0328    36.6721     0.0463
		6720    -0.0356    36.6747     0.0428
		6880    -0.0382    36.6770     0.0393
		7040    -0.0407    36.6791     0.0356
		7200    -0.0431    36.6809     0.0319
		7360    -0.0453    36.6826     0.0282
		7520    -0.0473    36.6840     0.0245
		7680    -0.0492    36.6853     0.0210
		7840    -0.0508    36.6863     0.0175
		8000    -0.0523    36.6871     0.0141
		8160    -0.0537    36.6876     0.0107
		8320    -0.0548    36.6880     0.0075
		8480    -0.0558    36.6881     0.0043
		8640    -0.0567    36.6880     0.0013
		8800    -0.0573    36.6877    -0.0016
		8960    -0.0578    36.6872    -0.0044
		9120    -0.0582    36.6864    -0.0069
		9280    -0.0584    36.6854    -0.0093
		9440    -0.0585    36.6841    -0.0116
		9600    -0.0584    36.6826    -0.0136
		9760    -0.0582    36.6809    -0.0155
		9920    -0.0579    36.6790    -0.0172
		10080    -0.0574    36.6768    -0.0187
		10240    -0.0568    36.6744    -0.0200
		10400    -0.0560    36.6713    -0.0212
		10560    -0.0552    36.6679    -0.0222
		10720    -0.0542    36.6646    -0.0231
		10880    -0.0531    36.6617    -0.0238
		11040    -0.0518    36.6592    -0.0243
		11200    -0.0505    36.6573    -0.0247
		11360    -0.0490    36.6551    -0.0250
		11520    -0.0475    36.6528    -0.0251
		11680    -0.0459    36.6503    -0.0250
		11840    -0.0443    36.6476    -0.0249
		12000    -0.0427    36.6448    -0.0245
		12160    -0.0411    36.6421    -0.0241
		12320    -0.0397    36.6396    -0.0235
		12480    -0.0382    36.6374    -0.0228
		12640    -0.0367    36.6354    -0.0219
		12800    -0.0350    36.6335    -0.0210
		12960    -0.0332    36.6317    -0.0199
		13120    -0.0312    36.6298    -0.0187
		13280    -0.0289    36.6278    -0.0174
		13440    -0.0264    36.6257    -0.0160
		13600    -0.0239    36.6238    -0.0144
		13760    -0.0213    36.6220    -0.0128
		13920    -0.0187    36.6203    -0.0110
		14080    -0.0160    36.6188    -0.0092
		14240    -0.0132    36.6174    -0.0072
		14400    -0.0105    36.6174    -0.0051
		14560    -0.0079    36.6174    -0.0029
		14720    -0.0038    36.6174    -0.0006
		14880     0.0017    36.6174    -0.0006
		15040     0.0017    36.6174    -0.0006
		15200     0.0017    36.6174    -0.0006
		15360     0.0017    36.6174    -0.0006
		15520     0.0017    36.6174    -0.0006
		15680     0.0017    36.6174    -0.0006
		15840     0.0017    36.6174    -0.0006

#OBJECT 1
	*NodeName swat:Spine
	*ANIMATION 0 100 0
		0    -0.9999     0.0079     0.0096     0.1395
		160    -0.9999     0.0065     0.0098     0.1394
		320    -0.9999     0.0052     0.0100     0.1393
		480    -0.9999     0.0038     0.0103     0.1391
		640    -0.9999     0.0025     0.0107     0.1388
		800    -0.9999     0.0014     0.0114     0.1384
		960    -0.9999     0.0003     0.0123     0.1380
		1120    -0.9999    -0.0009     0.0132     0.1375
		1280    -0.9999    -0.0020     0.0140     0.1370
		1440    -0.9999    -0.0034     0.0144     0.1366
		1600    -0.9999    -0.0047     0.0148     0.1361
		1760    -0.9999    -0.0061     0.0150     0.1356
		1920    -0.9999    -0.0076     0.0152     0.1350
		2080    -0.9998    -0.0091     0.0154     0.1344
		2240    -0.9998    -0.0108     0.0155     0.1337
		2400    -0.9998    -0.0125     0.0155     0.1330
		2560    -0.9998    -0.0144     0.0155     0.1323
		2720    -0.9997    -0.0166     0.0153     0.1314
		2880    -0.9997    -0.0188     0.0149     0.1305
		3040    -0.9997    -0.0210     0.0146     0.1295
		3200    -0.9996    -0.0231     0.0143     0.1285
		3360    -0.9996    -0.0251     0.0142     0.1275
		3520    -0.9995    -0.0270     0.0140     0.1264
		3680    -0.9995    -0.0289     0.0139     0.1253
		3840    -0.9994    -0.0308     0.0138     0.1242
		4000    -0.9994    -0.0327     0.0137     0.1231
		4160    -0.9993    -0.0345     0.0136     0.1220
		4320    -0.9992    -0.0364     0.0135     0.1210
		4480    -0.9992    -0.0382     0.0135     0.1199
		4640    -0.9991    -0.0399     0.0136     0.1188
		4800    -0.9990    -0.0417     0.0136     0.1177
		4960    -0.9990    -0.0435     0.0138     0.1167
		5120    -0.9989    -0.0452     0.0138     0.1156
		5280    -0.9988    -0.0468     0.0139     0.1147
		5440    -0.9987    -0.0485     0.0139     0.1137
		5600    -0.9986    -0.0501     0.0139     0.1128
		5760    -0.9986    -0.0517     0.0139     0.1119
		5920    -0.9985    -0.0533     0.0136     0.1111
		6080    -0.9984    -0.0548     0.0132     0.1104
		6240    -0.9983    -0.0563     0.0125     0.1097
		6400    -0.9983    -0.0577     0.0121     0.1091
		6560    -0.9982    -0.0590     0.0120     0.1088
		6720    -0.9981    -0.0602     0.0120     0.1086
		6880    -0.9981    -0.0610     0.0122     0.1086
		7040    -0.9980    -0.0616     0.0127     0.1087
		7200    -0.9980    -0.0618     0.0135     0.1088
		7360    -0.9980    -0.0618     0.0143     0.1089
		7520    -0.9980    -0.0617     0.0150     0.1091
		7680    -0.9980    -0.0612     0.0156     0.1092
		7840    -0.9980    -0.0608     0.0160     0.1092
		8000    -0.9980    -0.0603     0.0163     0.1092
		8160    -0.9981    -0.0599     0.0165     0.1091
		8320    -0.9981    -0.0594     0.0167     0.1090
		8480    -0.9981    -0.0588     0.0169     0.1090
		8640    -0.9982    -0.0582     0.0170     0.1090
		8800    -0.9982    -0.0575     0.0170     0.1091
		8960    -0.9982    -0.0568     0.0169     0.1093
		9120    -0.9983    -0.0559     0.0168     0.1097
		9280    -0.9984    -0.0549     0.0165     0.1101
		9440    -0.9984    -0.0538     0.0159     0.1107
		9600    -0.9985    -0.0525     0.0155     0.1113
		9760    -0.9986    -0.0511     0.0152     0.1120
		9920    -0.9987    -0.0496     0.0150     0.1127
		10080    -0.9987    -0.0479     0.0148     0.1135
		10240    -0.9988    -0.0462     0.0145     0.1144
		10400    -0.9989    -0.0445     0.0141     0.1153
		10560    -0.9990    -0.0427     0.0135     0.1163
		10720    -0.9991    -0.0410     0.0127     0.1173
		10880    -0.9992    -0.0392     0.0119     0.1184
		11040    -0.9992    -0.0373     0.0111     0.1194
		11200    -0.9993    -0.0354     0.0106     0.1205
		11360    -0.9994    -0.0332     0.0102     0.1215
		11520    -0.9995    -0.0309     0.0099     0.1226
		11680    -0.9995    -0.0286     0.0095     0.1237
		11840    -0.9996    -0.0262     0.0091     0.1249
		12000    -0.9997    -0.0238     0.0086     0.1260
		12160    -0.9997    -0.0212     0.0080     0.1271
		12320    -0.9998    -0.0186     0.0075     0.1282
		12480    -0.9998    -0.0158     0.0072     0.1293
		12640    -0.9999    -0.0130     0.0069     0.1303
		12800    -0.9999    -0.0102     0.0068     0.1313
		12960    -0.9999    -0.0076     0.0069     0.1323
		13120    -1.0000    -0.0055     0.0072     0.1332
		13280    -1.0000    -0.0037     0.0077     0.1341
		13440    -1.0000    -0.0021     0.0083     0.1349
		13600    -1.0000    -0.0006     0.0087     0.1357
		13760    -1.0000     0.0007     0.0089     0.1364
		13920    -1.0000     0.0020     0.0090     0.1371
		14080    -1.0000     0.0032     0.0091     0.1377
		14240    -0.9999     0.0043     0.0091     0.1383
		14400    -0.9999     0.0050     0.0092     0.1387
		14560    -0.9999     0.0055     0.0093     0.1390
		14720    -0.9999     0.0058     0.0092     0.1393
		14880    -0.9999     0.0061     0.0092     0.1394
		15040    -0.9999     0.0061     0.0092     0.1394
		15200    -0.9999     0.0061     0.0092     0.1394
		15360    -0.9999     0.0061     0.0092     0.1394
		15520    -0.9999     0.0061     0.0092     0.1394
		15680    -0.9999     0.0061     0.0092     0.1394
		15840    -0.9999     0.0061     0.0092     0.1394

#OBJECT 2
	*NodeName swat:Spine1
	*ANIMATION 0 100 0
		0    -0.9989     0.0462     0.0009     0.2868
		160    -0.9989     0.0460     0.0009     0.2880
		320    -0.9989     0.0458     0.0008     0.2891
		480    -0.9990     0.0457     0.0008     0.2899
		640    -0.9990     0.0456     0.0008     0.2906
		800    -0.9990     0.0453     0.0008     0.2912
		960    -0.9990     0.0451     0.0008     0.2917
		1120    -0.9990     0.0449     0.0008     0.2921
		1280    -0.9990     0.0446     0.0008     0.2925
		1440    -0.9990     0.0444     0.0008     0.2928
		1600    -0.9990     0.0441     0.0008     0.2931
		1760    -0.9990     0.0438     0.0008     0.2933
		1920    -0.9991     0.0435     0.0008     0.2934
		2080    -0.9991     0.0432     0.0007     0.2935
		2240    -0.9991     0.0429     0.0007     0.2935
		2400    -0.9991     0.0427     0.0006     0.2934
		2560    -0.9991     0.0424     0.0006     0.2933
		2720    -0.9991     0.0421     0.0005     0.2930
		2880    -0.9991     0.0418     0.0005     0.2927
		3040    -0.9991     0.0415     0.0004     0.2923
		3200    -0.9991     0.0412     0.0004     0.2918
		3360    -0.9992     0.0410     0.0003     0.2912
		3520    -0.9992     0.0407     0.0003     0.2905
		3680    -0.9992     0.0405     0.0002     0.2897
		3840    -0.9992     0.0402     0.0002     0.2889
		4000    -0.9992     0.0400     0.0001     0.2881
		4160    -0.9992     0.0398     0.0001     0.2872
		4320    -0.9992     0.0395     0.0000     0.2863
		4480    -0.9992     0.0393    -0.0000     0.2853
		4640    -0.9992     0.0391    -0.0001     0.2843
		4800    -0.9992     0.0390    -0.0001     0.2833
		4960    -0.9992     0.0388    -0.0002     0.2824
		5120    -0.9993     0.0386    -0.0002     0.2814
		5280    -0.9993     0.0385    -0.0002     0.2804
		5440    -0.9993     0.0383    -0.0003     0.2794
		5600    -0.9993     0.0382    -0.0003     0.2785
		5760    -0.9993     0.0381    -0.0004     0.2776
		5920    -0.9993     0.0380    -0.0004     0.2768
		6080    -0.9993     0.0379    -0.0004     0.2759
		6240    -0.9993     0.0378    -0.0004     0.2750
		6400    -0.9993     0.0377    -0.0004     0.2742
		6560    -0.9993     0.0376    -0.0004     0.2733
		6720    -0.9993     0.0376    -0.0004     0.2725
		6880    -0.9993     0.0375    -0.0004     0.2717
		7040    -0.9993     0.0375    -0.0004     0.2710
		7200    -0.9993     0.0375    -0.0004     0.2704
		7360    -0.9993     0.0375    -0.0004     0.2699
		7520    -0.9993     0.0375    -0.0004     0.2696
		7680    -0.9993     0.0376    -0.0004     0.2693
		7840    -0.9993     0.0377    -0.0004     0.2691
		8000    -0.9993     0.0377    -0.0004     0.2689
		8160    -0.9993     0.0378    -0.0004     0.2687
		8320    -0.9993     0.0380    -0.0004     0.2685
		8480    -0.9993     0.0382    -0.0004     0.2683
		8640    -0.9993     0.0384    -0.0004     0.2681
		8800    -0.9993     0.0386    -0.0004     0.2679
		8960    -0.9992     0.0389    -0.0004     0.2678
		9120    -0.9992     0.0392    -0.0003     0.2676
		9280    -0.9992     0.0395    -0.0003     0.2675
		9440    -0.9992     0.0398    -0.0002     0.2674
		9600    -0.9992     0.0401    -0.0002     0.2674
		9760    -0.9992     0.0405    -0.0001     0.2673
		9920    -0.9992     0.0408    -0.0001     0.2674
		10080    -0.9992     0.0412     0.0000     0.2674
		10240    -0.9991     0.0416     0.0001     0.2675
		10400    -0.9991     0.0419     0.0001     0.2676
		10560    -0.9991     0.0423     0.0002     0.2678
		10720    -0.9991     0.0427     0.0003     0.2680
		10880    -0.9991     0.0430     0.0003     0.2683
		11040    -0.9991     0.0434     0.0004     0.2686
		11200    -0.9990     0.0437     0.0005     0.2689
		11360    -0.9990     0.0441     0.0006     0.2693
		11520    -0.9990     0.0444     0.0006     0.2697
		11680    -0.9990     0.0448     0.0007     0.2701
		11840    -0.9990     0.0451     0.0007     0.2706
		12000    -0.9990     0.0454     0.0008     0.2711
		12160    -0.9990     0.0457     0.0009     0.2717
		12320    -0.9989     0.0460     0.0009     0.2723
		12480    -0.9989     0.0462     0.0010     0.2729
		12640    -0.9989     0.0465     0.0010     0.2735
		12800    -0.9989     0.0467     0.0011     0.2742
		12960    -0.9989     0.0469     0.0011     0.2749
		13120    -0.9989     0.0470     0.0012     0.2756
		13280    -0.9989     0.0471     0.0012     0.2764
		13440    -0.9989     0.0472     0.0012     0.2772
		13600    -0.9989     0.0472     0.0013     0.2780
		13760    -0.9989     0.0472     0.0013     0.2789
		13920    -0.9989     0.0472     0.0013     0.2798
		14080    -0.9989     0.0472     0.0013     0.2807
		14240    -0.9989     0.0471     0.0013     0.2816
		14400    -0.9989     0.0471     0.0012     0.2825
		14560    -0.9989     0.0470     0.0012     0.2835
		14720    -0.9989     0.0468     0.0011     0.2845
		14880    -0.9989     0.0466     0.0011     0.2855
		15040    -0.9989     0.0466     0.0011     0.2855
		15200    -0.9989     0.0466     0.0011     0.2855
		15360    -0.9989     0.0466     0.0011     0.2855
		15520    -0.9989     0.0466     0.0011     0.2855
		15680    -0.9989     0.0466     0.0011     0.2855
		15840    -0.9989     0.0466     0.0011     0.2855

#OBJECT 3
	*NodeName swat:Spine2
	*ANIMATION 0 100 0
		0    -0.9990     0.0453     0.0052     0.2868
		160    -0.9990     0.0454     0.0052     0.2866
		320    -0.9990     0.0453     0.0052     0.2871
		480    -0.9990     0.0452     0.0052     0.2876
		640    -0.9990     0.0451     0.0051     0.2882
		800    -0.9990     0.0449     0.0051     0.2887
		960    -0.9990     0.0447     0.0051     0.2891
		1120    -0.9990     0.0444     0.0050     0.2895
		1280    -0.9990     0.0442     0.0050     0.2898
		1440    -0.9990     0.0439     0.0049     0.2900
		1600    -0.9990     0.0437     0.0049     0.2902
		1760    -0.9990     0.0434     0.0048     0.2903
		1920    -0.9991     0.0431     0.0047     0.2904
		2080    -0.9991     0.0429     0.0046     0.2905
		2240    -0.9991     0.0426     0.0045     0.2905
		2400    -0.9991     0.0423     0.0044     0.2904
		2560    -0.9991     0.0420     0.0043     0.2904
		2720    -0.9991     0.0417     0.0042     0.2903
		2880    -0.9991     0.0414     0.0040     0.2901
		3040    -0.9991     0.0411     0.0039     0.2900
		3200    -0.9992     0.0408     0.0038     0.2898
		3360    -0.9992     0.0405     0.0037     0.2896
		3520    -0.9992     0.0402     0.0035     0.2893
		3680    -0.9992     0.0399     0.0034     0.2890
		3840    -0.9992     0.0396     0.0033     0.2887
		4000    -0.9992     0.0394     0.0032     0.2884
		4160    -0.9992     0.0391     0.0030     0.2880
		4320    -0.9992     0.0388     0.0029     0.2876
		4480    -0.9993     0.0385     0.0028     0.2873
		4640    -0.9993     0.0383     0.0027     0.2869
		4800    -0.9993     0.0380     0.0026     0.2865
		4960    -0.9993     0.0378     0.0025     0.2860
		5120    -0.9993     0.0376     0.0024     0.2856
		5280    -0.9993     0.0374     0.0023     0.2852
		5440    -0.9993     0.0372     0.0022     0.2848
		5600    -0.9993     0.0370     0.0021     0.2844
		5760    -0.9993     0.0368     0.0020     0.2840
		5920    -0.9993     0.0367     0.0019     0.2836
		6080    -0.9993     0.0365     0.0019     0.2832
		6240    -0.9993     0.0364     0.0018     0.2828
		6400    -0.9993     0.0363     0.0018     0.2823
		6560    -0.9993     0.0361     0.0017     0.2819
		6720    -0.9993     0.0360     0.0017     0.2815
		6880    -0.9994     0.0359     0.0016     0.2810
		7040    -0.9994     0.0359     0.0016     0.2805
		7200    -0.9994     0.0358     0.0016     0.2801
		7360    -0.9994     0.0358     0.0016     0.2796
		7520    -0.9994     0.0359     0.0016     0.2791
		7680    -0.9994     0.0359     0.0016     0.2787
		7840    -0.9994     0.0360     0.0016     0.2783
		8000    -0.9993     0.0361     0.0016     0.2779
		8160    -0.9993     0.0362     0.0016     0.2776
		8320    -0.9993     0.0364     0.0016     0.2773
		8480    -0.9993     0.0365     0.0017     0.2771
		8640    -0.9993     0.0367     0.0017     0.2770
		8800    -0.9993     0.0370     0.0018     0.2768
		8960    -0.9993     0.0372     0.0019     0.2767
		9120    -0.9993     0.0375     0.0020     0.2766
		9280    -0.9993     0.0378     0.0021     0.2765
		9440    -0.9993     0.0381     0.0022     0.2764
		9600    -0.9993     0.0384     0.0023     0.2764
		9760    -0.9992     0.0387     0.0024     0.2764
		9920    -0.9992     0.0391     0.0026     0.2764
		10080    -0.9992     0.0394     0.0027     0.2764
		10240    -0.9992     0.0398     0.0028     0.2764
		10400    -0.9992     0.0401     0.0030     0.2764
		10560    -0.9992     0.0405     0.0031     0.2765
		10720    -0.9992     0.0408     0.0033     0.2765
		10880    -0.9991     0.0412     0.0034     0.2766
		11040    -0.9991     0.0415     0.0035     0.2767
		11200    -0.9991     0.0419     0.0037     0.2768
		11360    -0.9991     0.0423     0.0038     0.2769
		11520    -0.9991     0.0426     0.0040     0.2771
		11680    -0.9991     0.0429     0.0041     0.2773
		11840    -0.9991     0.0433     0.0043     0.2775
		12000    -0.9990     0.0436     0.0044     0.2777
		12160    -0.9990     0.0439     0.0045     0.2779
		12320    -0.9990     0.0442     0.0047     0.2782
		12480    -0.9990     0.0445     0.0048     0.2785
		12640    -0.9990     0.0448     0.0049     0.2788
		12800    -0.9990     0.0450     0.0050     0.2792
		12960    -0.9990     0.0453     0.0051     0.2796
		13120    -0.9990     0.0454     0.0052     0.2800
		13280    -0.9989     0.0456     0.0053     0.2804
		13440    -0.9989     0.0457     0.0054     0.2808
		13600    -0.9989     0.0458     0.0055     0.2813
		13760    -0.9989     0.0458     0.0055     0.2818
		13920    -0.9989     0.0459     0.0056     0.2823
		14080    -0.9989     0.0459     0.0056     0.2828
		14240    -0.9989     0.0459     0.0056     0.2834
		14400    -0.9989     0.0459     0.0055     0.2840
		14560    -0.9989     0.0458     0.0055     0.2846
		14720    -0.9989     0.0458     0.0055     0.2852
		14880    -0.9989     0.0457     0.0055     0.2859
		15040    -0.9989     0.0457     0.0055     0.2859
		15200    -0.9989     0.0457     0.0055     0.2859
		15360    -0.9989     0.0457     0.0055     0.2859
		15520    -0.9989     0.0457     0.0055     0.2859
		15680    -0.9989     0.0457     0.0055     0.2859
		15840    -0.9989     0.0457     0.0055     0.2859

#OBJECT 4
	*NodeName swat:Neck
	*ANIMATION 0 100 0
		0    -0.0564    -0.1141    -0.9919     0.1316
		160    -0.0573    -0.1141    -0.9918     0.1314
		320    -0.0586    -0.1144    -0.9917     0.1314
		480    -0.0601    -0.1149    -0.9916     0.1314
		640    -0.0618    -0.1153    -0.9914     0.1315
		800    -0.0635    -0.1158    -0.9912     0.1315
		960    -0.0654    -0.1163    -0.9911     0.1315
		1120    -0.0673    -0.1168    -0.9909     0.1315
		1280    -0.0692    -0.1172    -0.9907     0.1316
		1440    -0.0712    -0.1175    -0.9905     0.1316
		1600    -0.0730    -0.1178    -0.9904     0.1316
		1760    -0.0750    -0.1180    -0.9902     0.1317
		1920    -0.0770    -0.1182    -0.9900     0.1317
		2080    -0.0792    -0.1184    -0.9898     0.1317
		2240    -0.0814    -0.1185    -0.9896     0.1317
		2400    -0.0837    -0.1187    -0.9894     0.1318
		2560    -0.0860    -0.1188    -0.9892     0.1318
		2720    -0.0885    -0.1189    -0.9889     0.1318
		2880    -0.0910    -0.1191    -0.9887     0.1319
		3040    -0.0936    -0.1191    -0.9885     0.1319
		3200    -0.0962    -0.1191    -0.9882     0.1319
		3360    -0.0988    -0.1190    -0.9880     0.1320
		3520    -0.1016    -0.1189    -0.9877     0.1320
		3680    -0.1044    -0.1188    -0.9874     0.1321
		3840    -0.1072    -0.1186    -0.9871     0.1321
		4000    -0.1101    -0.1186    -0.9868     0.1322
		4160    -0.1130    -0.1186    -0.9865     0.1322
		4320    -0.1160    -0.1186    -0.9861     0.1323
		4480    -0.1195    -0.1187    -0.9857     0.1323
		4640    -0.1231    -0.1187    -0.9853     0.1324
		4800    -0.1267    -0.1188    -0.9848     0.1324
		4960    -0.1303    -0.1188    -0.9843     0.1325
		5120    -0.1337    -0.1189    -0.9839     0.1326
		5280    -0.1370    -0.1189    -0.9834     0.1326
		5440    -0.1399    -0.1189    -0.9830     0.1327
		5600    -0.1425    -0.1189    -0.9826     0.1327
		5760    -0.1447    -0.1189    -0.9823     0.1328
		5920    -0.1463    -0.1189    -0.9821     0.1328
		6080    -0.1472    -0.1189    -0.9819     0.1328
		6240    -0.1476    -0.1188    -0.9819     0.1328
		6400    -0.1475    -0.1188    -0.9819     0.1328
		6560    -0.1469    -0.1187    -0.9820     0.1328
		6720    -0.1457    -0.1186    -0.9822     0.1328
		6880    -0.1440    -0.1185    -0.9825     0.1328
		7040    -0.1417    -0.1184    -0.9828     0.1327
		7200    -0.1390    -0.1182    -0.9832     0.1327
		7360    -0.1359    -0.1181    -0.9837     0.1326
		7520    -0.1324    -0.1179    -0.9842     0.1325
		7680    -0.1298    -0.1177    -0.9845     0.1325
		7840    -0.1277    -0.1176    -0.9848     0.1325
		8000    -0.1258    -0.1175    -0.9851     0.1324
		8160    -0.1238    -0.1174    -0.9853     0.1324
		8320    -0.1218    -0.1173    -0.9856     0.1323
		8480    -0.1197    -0.1172    -0.9859     0.1323
		8640    -0.1176    -0.1171    -0.9861     0.1323
		8800    -0.1155    -0.1169    -0.9864     0.1322
		8960    -0.1133    -0.1168    -0.9867     0.1322
		9120    -0.1112    -0.1167    -0.9869     0.1322
		9280    -0.1090    -0.1165    -0.9872     0.1321
