#PSB_CHARACTER_TOOL_ANIMATION_DATA
#SCENE 0 42 30 160 38

#OBJECT 0
	*NodeName swat:Hips
	*ANIMATION 0 42 0
		2880    -0.7122     0.3661     0.5990     0.2383
		3040    -0.7434     0.3607     0.5632     0.2202
		3200    -0.7862     0.3563     0.5049     0.2036
		3360    -0.8418     0.3295     0.4275     0.1902
		3520    -0.9000     0.2730     0.3398     0.1801
		3680    -0.9477     0.2049     0.2446     0.1731
		3840    -0.9794     0.1420     0.1440     0.1686
		4000    -0.9954     0.0859     0.0429     0.1659
		4160    -0.9978     0.0399    -0.0533     0.1627
		4320    -0.9900     0.0197    -0.1395     0.1566
		4480    -0.9771     0.0410    -0.2087     0.1472
		4640    -0.9631     0.0871    -0.2546     0.1392
		4800    -0.9546     0.0916    -0.2834     0.1386
		4960    -0.9521     0.0078    -0.3057     0.1469
		5120    -0.9444    -0.1030    -0.3123     0.1573
		5280    -0.9481    -0.1394    -0.2859     0.1578
		5440    -0.9776    -0.0489    -0.2046     0.1497
		5600    -0.9909     0.1103    -0.0768     0.1504
		5760    -0.9794     0.2004     0.0253     0.1627
		5920    -0.9737     0.2099     0.0881     0.1717
		6080    -0.9682     0.1993     0.1510     0.1705
		6240    -0.9491     0.2046     0.2394     0.1628
		6400    -0.9069     0.2276     0.3546     0.1539
		6560    -0.8380     0.2485     0.4858     0.1465

#OBJECT 2
	*NodeName swat:Spine1
	*ANIMATION 0 42 0
		0    -0.9988     0.0253     0.0424     0.2900
		160    -0.9987     0.0195     0.0481     0.2901
		320    -0.9984     0.0139     0.0551     0.2903
		480    -0.9980     0.0113     0.0627     0.2909
		640    -0.9974     0.0113     0.0714     0.2919
		800    -0.9966     0.0099     0.0816     0.2928
		960    -0.9957     0.0039     0.0922     0.2936
		1120    -0.9949    -0.0058     0.1007     0.2942
		1280    -0.9943    -0.0152     0.1056     0.2947
		1440    -0.9940    -0.0196     0.1080     0.2947
		1600    -0.9939    -0.0168     0.1092     0.2938
		1760    -0.9939    -0.0093     0.1097     0.2922
		1920    -0.9940    -0.0026     0.1091     0.2908
		2080    -0.9942     0.0004     0.1073     0.2900
		2240    -0.9945     0.0023     0.1043     0.2899
		2400    -0.9950     0.0067     0.0993     0.2901
		2560    -0.9956     0.0127     0.0925     0.2904
		2720    -0.9963     0.0174     0.0845     0.2907
		2880    -0.9970     0.0203     0.0751     0.2909
		3040    -0.9977     0.0221     0.0640     0.2909
		3200    -0.9984     0.0235     0.0517     0.2902
		3360    -0.9989     0.0252     0.0397     0.2892
		3520    -0.9992     0.0286     0.0286     0.2885
		3680    -0.9992     0.0350     0.0182     0.2886
		3840    -0.9990     0.0434     0.0083     0.2890
		4000    -0.9986     0.0522    -0.0013     0.2892
		4160    -0.9982     0.0596    -0.0103     0.2892
		4320    -0.9978     0.0634    -0.0182     0.2889
		4480    -0.9978     0.0625    -0.0239     0.2882
		4640    -0.9979     0.0596    -0.0270     0.2874
		4800    -0.9977     0.0604    -0.0291     0.2872
		4960    -0.9973     0.0668    -0.0319     0.2875
		5120    -0.9967     0.0739    -0.0341     0.2882
		5280    -0.9967     0.0747    -0.0318     0.2892
		5440    -0.9975     0.0674    -0.0229     0.2897
		5600    -0.9983     0.0574    -0.0109     0.2892
		5760    -0.9987     0.0504    -0.0007     0.2885
		5920    -0.9989     0.0470     0.0060     0.2882
		6080    -0.9990     0.0442     0.0116     0.2883
		6240    -0.9990     0.0404     0.0181     0.2888
		6400    -0.9990     0.0358     0.0260     0.2893
		6560    -0.9989     0.0307     0.0344     0.2898

#OBJECT 3
	*NodeName swat:Spine2
	*ANIMATION 0 42 0
		0    -0.9986     0.0265     0.0464     0.2899
		160    -0.9984     0.0211     0.0524     0.2900
		320    -0.9981     0.0159     0.0597     0.2903
		480    -0.9976     0.0138     0.0676     0.2909
		640    -0.9970     0.0143     0.0765     0.2919
		800    -0.9961     0.0135     0.0869     0.2929
		960    -0.9952     0.0081     0.0978     0.2938
		1120    -0.9943    -0.0010     0.1063     0.2945
		1280    -0.9938    -0.0101     0.1110     0.2951
		1440    -0.9935    -0.0144     0.1128     0.2952
		1600    -0.9935    -0.0119     0.1133     0.2943
		1760    -0.9936    -0.0049     0.1131     0.2927
		1920    -0.9937     0.0012     0.1119     0.2913
		2080    -0.9939     0.0037     0.1100     0.2905
		2240    -0.9943     0.0053     0.1069     0.2903
		2400    -0.9948     0.0095     0.1019     0.2904
		2560    -0.9953     0.0152     0.0951     0.2907
		2720    -0.9960     0.0197     0.0873     0.2909
		2880    -0.9967     0.0224     0.0780     0.2911
		3040    -0.9975     0.0239     0.0671     0.2909
		3200    -0.9982     0.0250     0.0549     0.2902
		3360    -0.9987     0.0263     0.0431     0.2891
		3520    -0.9990     0.0294     0.0322     0.2884
		3680    -0.9991     0.0354     0.0220     0.2884
		3840    -0.9990     0.0436     0.0121     0.2888
		4000    -0.9986     0.0521     0.0026     0.2890
		4160    -0.9982     0.0592    -0.0063     0.2891
		4320    -0.9979     0.0628    -0.0142     0.2888
		4480    -0.9979     0.0617    -0.0199     0.2880
		4640    -0.9980     0.0588    -0.0230     0.2873
		4800    -0.9979     0.0595    -0.0250     0.2870
		4960    -0.9974     0.0658    -0.0277     0.2873
		5120    -0.9969     0.0728    -0.0298     0.2881
		5280    -0.9969     0.0736    -0.0274     0.2891
		5440    -0.9976     0.0665    -0.0187     0.2895
		5600    -0.9984     0.0568    -0.0069     0.2891
		5760    -0.9987     0.0501     0.0030     0.2884
		5920    -0.9989     0.0469     0.0097     0.2880
		6080    -0.9989     0.0443     0.0153     0.2882
		6240    -0.9989     0.0408     0.0219     0.2887
		6400    -0.9989     0.0364     0.0298     0.2892
		6560    -0.9988     0.0316     0.0384     0.2897

#OBJECT 4
	*NodeName swat:Neck
	*ANIMATION 0 42 0
		0    -0.2216    -0.1821    -0.9580     0.1293
		160    -0.2278    -0.1906    -0.9549     0.1294
		320    -0.2298    -0.2024    -0.9519     0.1293
		480    -0.2258    -0.2221    -0.9485     0.1286
		640    -0.2149    -0.2452    -0.9454     0.1276
		800    -0.2008    -0.2649    -0.9431     0.1268
		960    -0.1950    -0.2831    -0.9391     0.1266
		1120    -0.2053    -0.3017    -0.9310     0.1271
		1280    -0.2200    -0.3096    -0.9251     0.1278
		1440    -0.2238    -0.2993    -0.9275     0.1283
		1600    -0.2176    -0.2778    -0.9357     0.1282
		1760    -0.2092    -0.2579    -0.9433     0.1276
		1920    -0.2015    -0.2512    -0.9467     0.1269
		2080    -0.1936    -0.2622    -0.9454     0.1268
		2240    -0.1871    -0.2837    -0.9405     0.1272
		2400    -0.1851    -0.3020    -0.9352     0.1274
		2560    -0.1875    -0.3074    -0.9329     0.1273
		2720    -0.1894    -0.3034    -0.9339     0.1271
		2880    -0.1861    -0.2998    -0.9357     0.1271
		3040    -0.1787    -0.2959    -0.9383     0.1273
		3200    -0.1739    -0.2773    -0.9449     0.1279
		3360    -0.1774    -0.2340    -0.9559     0.1290
		3520    -0.1859    -0.1812    -0.9657     0.1305
		3680    -0.1917    -0.1445    -0.9708     0.1314
		3840    -0.1925    -0.1279    -0.9729     0.1314
		4000    -0.1888    -0.1202    -0.9746     0.1310
		4160    -0.1800    -0.1135    -0.9771     0.1308
		4320    -0.1690    -0.1064    -0.9799     0.1311
		4480    -0.1642    -0.0994    -0.9814     0.1325
		4640    -0.1718    -0.0934    -0.9807     0.1344
		4800    -0.1916    -0.0882    -0.9775     0.1361
		4960    -0.2209    -0.0786    -0.9721     0.1365
		5120    -0.2560    -0.0617    -0.9647     0.1363
		5280    -0.2872    -0.0469    -0.9567     0.1367
		5440    -0.3005    -0.0451    -0.9527     0.1374
		5600    -0.2934    -0.0521    -0.9546     0.1372
		5760    -0.2781    -0.0562    -0.9589     0.1358
		5920    -0.2682    -0.0540    -0.9619     0.1347
		6080    -0.2664    -0.0527    -0.9624     0.1349
		6240    -0.2644    -0.0657    -0.9622     0.1350
		6400    -0.2541    -0.0982    -0.9622     0.1335
		6560    -0.2369    -0.1412    -0.9612     0.1311

#OBJECT 5
	*NodeName swat:Neck1
	*ANIMATION 0 42 0
		0    -0.2253    -0.1145    -0.9675     0.1290
		160    -0.2317    -0.1231    -0.9650     0.1290
		320    -0.2341    -0.1350    -0.9628     0.1288
		480    -0.2305    -0.1545    -0.9607     0.1279
		640    -0.2202    -0.1775    -0.9592     0.1266
		800    -0.2066    -0.1972    -0.9583     0.1255
		960    -0.2012    -0.2158    -0.9555     0.1252
		1120    -0.2119    -0.2349    -0.9486     0.1255
		1280    -0.2266    -0.2430    -0.9432     0.1263
		1440    -0.2299    -0.2321    -0.9451     0.1271
		1600    -0.2228    -0.2096    -0.9521     0.1273
		1760    -0.2140    -0.1885    -0.9585     0.1269
		1920    -0.2062    -0.1810    -0.9616     0.1263
		2080    -0.1984    -0.1918    -0.9612     0.1261
		2240    -0.1921    -0.2138    -0.9578     0.1264
		2400    -0.1905    -0.2327    -0.9537     0.1265
		2560    -0.1931    -0.2384    -0.9518     0.1262
		2720    -0.1950    -0.2346    -0.9523     0.1260
		2880    -0.1917    -0.2314    -0.9538     0.1260
		3040    -0.1841    -0.2279    -0.9561     0.1262
		3200    -0.1788    -0.2094    -0.9613     0.1269
		3360    -0.1814    -0.1661    -0.9693     0.1284
		3520    -0.1890    -0.1136    -0.9754     0.1303
		3680    -0.1943    -0.0775    -0.9779     0.1315
		3840    -0.1952    -0.0613    -0.9789     0.1315
		4000    -0.1916    -0.0536    -0.9800     0.1311
		4160    -0.1828    -0.0471    -0.9820     0.1308
		4320    -0.1718    -0.0404    -0.9843     0.1312
		4480    -0.1666    -0.0341    -0.9854     0.1326
		4640    -0.1738    -0.0291    -0.9843     0.1347
		4800    -0.1935    -0.0248    -0.9808     0.1364
		4960    -0.2229    -0.0156    -0.9747     0.1369
		5120    -0.2582     0.0012    -0.9661     0.1367
		5280    -0.2892     0.0156    -0.9571     0.1371
		5440    -0.3021     0.0172    -0.9531     0.1380
		5600    -0.2945     0.0109    -0.9556     0.1379
		5760    -0.2791     0.0079    -0.9602     0.1366
		5920    -0.2692     0.0110    -0.9630     0.1356
		6080    -0.2674     0.0123    -0.9635     0.1357
		6240    -0.2657    -0.0006    -0.9641     0.1357
		6400    -0.2560    -0.0323    -0.9661     0.1340
		6560    -0.2398    -0.0742    -0.9680     0.1312

#OBJECT 6
	*NodeName swat:Head
	*ANIMATION 0 42 0
		0     0.5109    -0.3570    -0.7820     0.3259
		160     0.4879    -0.3607    -0.7949     0.3209
		320     0.4669    -0.3568    -0.8091     0.3170
		480     0.4564    -0.3514    -0.8175     0.3134
		640     0.4541    -0.3513    -0.8188     0.3101
		800     0.4528    -0.3584    -0.8164     0.3079
		960     0.4508    -0.3689    -0.8128     0.3069
		1120     0.4516    -0.3790    -0.8077     0.3063
		1280     0.4561    -0.3898    -0.8000     0.3062
		1440     0.4639    -0.4001    -0.7904     0.3068
		1600     0.4748    -0.4038    -0.7820     0.3068
		1760     0.4848    -0.3964    -0.7796     0.3052
		1920     0.4878    -0.3830    -0.7845     0.3035
		2080     0.4837    -0.3741    -0.7913     0.3050
		2240     0.4785    -0.3718    -0.7955     0.3095
		2400     0.4761    -0.3700    -0.7978     0.3132
		2560     0.4763    -0.3649    -0.8000     0.3144
		2720     0.4770    -0.3565    -0.8033     0.3153
		2880     0.4761    -0.3461    -0.8084     0.3177
		3040     0.4740    -0.3363    -0.8138     0.3216
		3200     0.4724    -0.3327    -0.8162     0.3262
		3360     0.4717    -0.3395    -0.8138     0.3302
		3520     0.4700    -0.3511    -0.8099     0.3324
		3680     0.4650    -0.3565    -0.8104     0.3322
		3840     0.4572    -0.3532    -0.8162     0.3304
		4000     0.4496    -0.3469    -0.8231     0.3289
		4160     0.4434    -0.3443    -0.8276     0.3288
		4320     0.4368    -0.3488    -0.8292     0.3310
		4480     0.4282    -0.3597    -0.8290     0.3359
		4640     0.4199    -0.3729    -0.8274     0.3424
		4800     0.4176    -0.3817    -0.8246     0.3469
		4960     0.4243    -0.3823    -0.8208     0.3450
		5120     0.4369    -0.3786    -0.8159     0.3371
		5280     0.4494    -0.3771    -0.8098     0.3305
		5440     0.4614    -0.3794    -0.8020     0.3302
		5600     0.4788    -0.3820    -0.7904     0.3321
		5760     0.5011    -0.3828    -0.7761     0.3308
		5920     0.5179    -0.3796    -0.7666     0.3286
		6080     0.5227    -0.3720    -0.7671     0.3300
		6240     0.5209    -0.3636    -0.7723     0.3333
		6400     0.5197    -0.3593    -0.7752     0.3334
		6560     0.5180    -0.3590    -0.7764     0.3297

#OBJECT 7
	*NodeName swat:HeadTop_End
	*ANIMATION 0 0 0

#OBJECT 8
	*NodeName swat:LeftShoulder
	*ANIMATION 0 42 0
		0     0.9853    -0.1357     0.1039     0.6670
		160     0.9850    -0.1403     0.1007     0.6672
		320     0.9845    -0.1471     0.0957     0.6674
		480     0.9838    -0.1550     0.0898     0.6677
		640     0.9832    -0.1618     0.0841     0.6680
		800     0.9830    -0.1649     0.0805     0.6681
		960     0.9832    -0.1641     0.0800     0.6679
		1120     0.9834    -0.1614     0.0828     0.6679
		1280     0.9834    -0.1592     0.0875     0.6682
		1440     0.9832    -0.1574     0.0926     0.6685
		1600     0.9832    -0.1542     0.0974     0.6686
		1760     0.9837    -0.1492     0.1007     0.6684
		1920     0.9842    -0.1451     0.1011     0.6679
		2080     0.9846    -0.1446     0.0983     0.6675
		2240     0.9846    -0.1472     0.0941     0.6673
		2400     0.9845    -0.1501     0.0909     0.6673
		2560     0.9843    -0.1522     0.0894     0.6674
		2720     0.9840    -0.1549     0.0885     0.6676
		2880     0.9833    -0.1596     0.0871     0.6681
		3040     0.9826    -0.1648     0.0853     0.6686
		3200     0.9823    -0.1674     0.0838     0.6688
		3360     0.9826    -0.1660     0.0832     0.6685
		3520     0.9833    -0.1615     0.0839     0.6680
		3680     0.9839    -0.1566     0.0856     0.6675
		3840     0.9843    -0.1534     0.0873     0.6673
		4000     0.9843    -0.1535     0.0875     0.6673
		4160     0.9838    -0.1577     0.0854     0.6677
		4320     0.9828    -0.1658     0.0811     0.6683
		4480     0.9816    -0.1748     0.0765     0.6691
		4640     0.9807    -0.1809     0.0740     0.6697
		4800     0.9806    -0.1815     0.0744     0.6698
		4960     0.9811    -0.1777     0.0759     0.6694
		5120     0.9822    -0.1722     0.0756     0.6686
		5280     0.9834    -0.1660     0.0737     0.6676
		5440     0.9848    -0.1575     0.0736     0.6664
		5600     0.9863    -0.1457     0.0780     0.6653
		5760     0.9875    -0.1325     0.0852     0.6645
		5920     0.9882    -0.1233     0.0905     0.6640
		6080     0.9883    -0.1220     0.0911     0.6639
		6240     0.9879    -0.1269     0.0897     0.6642
		6400     0.9870    -0.1326     0.0910     0.6650
		6560     0.9861    -0.1355     0.0964     0.6660

#OBJECT 9
	*NodeName swat:LeftArm
	*ANIMATION 0 42 0
		0     0.4368     0.7283     0.5279     1.3536
		160     0.4383     0.7333     0.5197     1.3540
		320     0.4369     0.7354     0.5180     1.3549
		480     0.4334     0.7341     0.5228     1.3572
		640     0.4290     0.7316     0.5298     1.3606
		800     0.4248     0.7304     0.5347     1.3650
		960     0.4207     0.7300     0.5385     1.3735
		1120     0.4174     0.7279     0.5440     1.3876
		1280     0.4174     0.7243     0.5488     1.4015
		1440     0.4223     0.7222     0.5478     1.4067
		1600     0.4303     0.7231     0.5403     1.4024
		1760     0.4369     0.7266     0.5302     1.3951
		1920     0.4392     0.7317     0.5213     1.3904
		2080     0.4382     0.7366     0.5152     1.3894
		2240     0.4368     0.7389     0.5130     1.3913
		2400     0.4368     0.7377     0.5148     1.3939
		2560     0.4385     0.7343     0.5182     1.3939
		2720     0.4406     0.7309     0.5211     1.3899
		2880     0.4417     0.7291     0.5228     1.3840
		3040     0.4421     0.7291     0.5225     1.3783
		3200     0.4433     0.7308     0.5190     1.3728
		3360     0.4466     0.7332     0.5128     1.3669
		3520     0.4505     0.7348     0.5070     1.3612
		3680     0.4525     0.7346     0.5055     1.3574
		3840     0.4512     0.7323     0.5101     1.3558
		4000     0.4478     0.7285     0.5184     1.3560
		4160     0.4446     0.7256     0.5252     1.3562
		4320     0.4430     0.7264     0.5255     1.3557
		4480     0.4435     0.7278     0.5231     1.3599
		4640     0.4458     0.7222     0.5288     1.3755
		4800     0.4474     0.7098     0.5441     1.3965
		4960     0.4480     0.6932     0.5647     1.4160
		5120     0.4467     0.6789     0.5827     1.4311
		5280     0.4427     0.6786     0.5860     1.4311
		5440     0.4365     0.6878     0.5800     1.4276
		5600     0.4308     0.6993     0.5705     1.4219
		5760     0.4264     0.7116     0.5583     1.4072
		5920     0.4255     0.7167     0.5525     1.3979
		6080     0.4269     0.7147     0.5541     1.3998
		6240     0.4273     0.7184     0.5489     1.3936
		6400     0.4274     0.7246     0.5406     1.3822
		6560     0.4304     0.7328     0.5270     1.3598

#OBJECT 10
	*NodeName swat:LeftForeArm
	*ANIMATION 0 42 0
		0     0.0000     0.0000     1.0000     0.8615
		160     0.0000     0.0000     1.0000     0.8771
		320    -0.0000    -0.0000     1.0000     0.8819
		480    -0.0000    -0.0000     1.0000     0.8769
		640     0.0000     0.0000     1.0000     0.8689
		800     0.0000     0.0000     1.0000     0.8620
		960    -0.0000    -0.0000     1.0000     0.8499
		1120    -0.0000    -0.0000     1.0000     0.8262
		1280     0.0000     0.0000     1.0000     0.8011
		1440     0.0000    -0.0000     1.0000     0.7916
		1600     0.0000     0.0000     1.0000     0.8003
		1760    -0.0000    -0.0000     1.0000     0.8145
		1920    -0.0000     0.0000     1.0000     0.8221
		2080     0.0000     0.0000     1.0000     0.8224
		2240     0.0000     0.0000     1.0000     0.8203
		2400    -0.0000     0.0000     1.0000     0.8198
		2560     0.0000    -0.0000     1.0000     0.8217
		2720     0.0000    -0.0000     1.0000     0.8237
		2880    -0.0000     0.0000     1.0000     0.8231
		3040    -0.0000    -0.0000     1.0000     0.8212
		3200     0.0000     0.0000     1.0000     0.8213
		3360     0.0000     0.0000     1.0000     0.8232
		3520     0.0000    -0.0000     1.0000     0.8238
		3680     0.0000     0.0000     1.0000     0.8202
		3840     0.0000     0.0000     1.0000     0.8098
		4000    -0.0000    -0.0000     1.0000     0.7931
		4160     0.0000    -0.0000     1.0000     0.7751
		4320     0.0000    -0.0000     1.0000     0.7586
		4480    -0.0000    -0.0000     1.0000     0.7318
		4640     0.0000     0.0000     1.0000     0.6776
		4800    -0.0000    -0.0000     1.0000     0.6053
		4960    -0.0000    -0.0000     1.0000     0.5369
		5120    -0.0000     0.0000     1.0000     0.4863
		5280    -0.0000    -0.0000     1.0000     0.4867
		5440    -0.0000    -0.0000     1.0000     0.5101
		5600     0.0000     0.0000     1.0000     0.5566
		5760    -0.0000     0.0000     1.0000     0.6323
		5920    -0.0000    -0.0000     1.0000     0.6902
		6080    -0.0000    -0.0000     1.0000     0.7128
		6240     0.0000     0.0000     1.0000     0.7450
		6400     0.0000     0.0000     1.0000     0.7831
		6560    -0.0000    -0.0000     1.0000     0.8418

#OBJECT 11
	*NodeName swat:LeftHand
	*ANIMATION 0 42 0
		0     0.9644    -0.0370    -0.2618     2.0370
		160     0.9629    -0.0436    -0.2663     2.0341
		320     0.9630    -0.0449    -0.2657     2.0379
		480     0.9642    -0.0427    -0.2616     2.0464
		640     0.9657    -0.0396    -0.2566     2.0556
		800     0.9669    -0.0368    -0.2524     2.0600
		960     0.9680    -0.0322    -0.2490     2.0562
		1120     0.9689    -0.0244    -0.2462     2.0447
		1280     0.9694    -0.0157    -0.2451     2.0313
		1440     0.9690    -0.0105    -0.2469     2.0224
		1600     0.9681    -0.0104    -0.2504     2.0215
		1760     0.9674    -0.0129    -0.2530     2.0272
		1920     0.9671    -0.0147    -0.2540     2.0335
		2080     0.9668    -0.0159    -0.2549     2.0336
		2240     0.9661    -0.0182    -0.2577     2.0260
		2400     0.9647    -0.0219    -0.2624     2.0158
		2560     0.9635    -0.0257    -0.2665     2.0100
		2720     0.9632    -0.0279    -0.2675     2.0113
		2880     0.9638    -0.0279    -0.2653     2.0169
		3040     0.9646    -0.0266    -0.2624     2.0213
		3200     0.9650    -0.0252    -0.2612     2.0213
		3360     0.9648    -0.0241    -0.2618     2.0183
		3520     0.9645    -0.0234    -0.2629     2.0159
		3680     0.9646    -0.0227    -0.2628     2.0161
		3840     0.9653    -0.0207    -0.2603     2.0189
		4000     0.9667    -0.0169    -0.2552     2.0228
		4160     0.9685    -0.0119    -0.2488     2.0262
		4320     0.9702    -0.0059    -0.2422     2.0279
		4480     0.9718     0.0055    -0.2357     2.0255
		4640     0.9732     0.0267    -0.2286     2.0166
		4800     0.9739     0.0505    -0.2214     2.0064
		4960     0.9743     0.0677    -0.2147     1.9979
		5120     0.9749     0.0771    -0.2090     1.9946
		5280     0.9752     0.0744    -0.2082     1.9981
		5440     0.9749     0.0708    -0.2112     2.0040
		5600     0.9739     0.0627    -0.2182     2.0068
		5760     0.9726     0.0421    -0.2288     2.0100
		5920     0.9712     0.0239    -0.2371     2.0138
		6080     0.9704     0.0168    -0.2409     2.0181
		6240     0.9695     0.0057    -0.2451     2.0263
		6400     0.9681    -0.0080    -0.2503     2.0341
		6560     0.9658    -0.0295    -0.2577     2.0392

#OBJECT 12
	*NodeName swat:LeftInHandThumb
	*ANIMATION 0 42 0
		0    -0.4972     0.0513    -0.8661     0.3444
		160    -0.4956     0.0500    -0.8671     0.3492
		320    -0.4938     0.0465    -0.8683     0.3536
		480    -0.4925     0.0427    -0.8693     0.3564
		640    -0.4921     0.0412    -0.8695     0.3570
		800    -0.4928     0.0441    -0.8690     0.3561
		960    -0.4940     0.0516    -0.8679     0.3557
		1120    -0.4951     0.0621    -0.8666     0.3569
		1280    -0.4957     0.0715    -0.8656     0.3595
		1440    -0.4950     0.0739    -0.8657     0.3631
		1600    -0.4929     0.0667    -0.8675     0.3676
		1760    -0.4900     0.0547    -0.8700     0.3725
		1920    -0.4881     0.0470    -0.8715     0.3760
		2080    -0.4884     0.0485    -0.8713     0.3756
		2240    -0.4905     0.0563    -0.8696     0.3715
		2400    -0.4930     0.0637    -0.8677     0.3659
		2560    -0.4945     0.0669    -0.8666     0.3617
		2720    -0.4950     0.0663    -0.8664     0.3595
		2880    -0.4949     0.0647    -0.8665     0.3588
		3040    -0.4952     0.0653    -0.8663     0.3582
		3200    -0.4958     0.0685    -0.8657     0.3574
		3360    -0.4962     0.0709    -0.8653     0.3571
		3520    -0.4955     0.0681    -0.8660     0.3585
		3680    -0.4934     0.0595    -0.8678     0.3619
		3840    -0.4910     0.0500    -0.8697     0.3659
		4000    -0.4894     0.0450    -0.8709     0.3695
		4160    -0.4890     0.0470    -0.8710     0.3723
		4320    -0.4899     0.0568    -0.8699     0.3746
		4480    -0.4918     0.0727    -0.8676     0.3755
		4640    -0.4941     0.0888    -0.8649     0.3750
		4800    -0.4951     0.0959    -0.8635     0.3747
		4960    -0.4940     0.0900    -0.8648     0.3761
		5120    -0.4919     0.0779    -0.8672     0.3780
		5280    -0.4910     0.0691    -0.8684     0.3769
		5440    -0.4916     0.0643    -0.8684     0.3719
		5600    -0.4920     0.0569    -0.8687     0.3662
		5760    -0.4910     0.0438    -0.8701     0.3631
		5920    -0.4898     0.0320    -0.8712     0.3613
		6080    -0.4905     0.0300    -0.8709     0.3577
		6240    -0.4933     0.0380    -0.8690     0.3516
		6400    -0.4964     0.0485    -0.8667     0.3460
		6560    -0.4979     0.0538    -0.8656     0.3434

#OBJECT 13
	*NodeName swat:LeftHandThumb1
	*ANIMATION 0 42 0
		0    -0.7983    -0.5402     0.2663     0.3827
		160    -0.8027    -0.5342     0.2652     0.3805
		320    -0.8080    -0.5268     0.2640     0.3778
		480    -0.8134    -0.5190     0.2627     0.3751
		640    -0.8175    -0.5131     0.2617     0.3730
		800    -0.8187    -0.5113     0.2614     0.3723
		960    -0.8172    -0.5135     0.2618     0.3731
		1120    -0.8143    -0.5178     0.2625     0.3745
		1280    -0.8119    -0.5212     0.2630     0.3757
		1440    -0.8121    -0.5209     0.2630     0.3756
		1600    -0.8163    -0.5149     0.2620     0.3735
		1760    -0.8239    -0.5035     0.2601     0.3697
		1920    -0.8320    -0.4912     0.2581     0.3657
		2080    -0.8369    -0.4833     0.2568     0.3633
		2240    -0.8379    -0.4818     0.2565     0.3629
		2400    -0.8365    -0.4840     0.2569     0.3635
		2560    -0.8349    -0.4866     0.2573     0.3643
		2720    -0.8340    -0.4880     0.2576     0.3646
		2880    -0.8339    -0.4882     0.2576     0.3646
		3040    -0.8339    -0.4881     0.2576     0.3645
