#PSB_CHARACTER_TOOL_ANIMATION_DATA
#SCENE 0 23 30 160 38

#OBJECT 0
	*NodeName swat:Hips
	*ANIMATION 0 23 0
		640    -0.9357     0.0410     0.3504     0.0618
		800    -0.9548     0.0153     0.2969     0.0700
		960    -0.9368    -0.0189     0.3493     0.0732
		1120    -0.8707    -0.0181     0.4915     0.0722
		1280    -0.8479     0.0138     0.5300     0.0706
		1440    -0.8919     0.0247     0.4516     0.0684
		1600    -0.8995    -0.0211     0.4364     0.0665
		1760    -0.8699    -0.1226     0.4777     0.0687
		1920    -0.8191    -0.1824     0.5439     0.0705
		2080    -0.7790    -0.2384     0.5799     0.0704
		2240    -0.7829    -0.2944     0.5481     0.0715
		2400    -0.7871    -0.2898     0.5446     0.0704
		2560    -0.7880    -0.2386     0.5676     0.0668
		2720    -0.8053    -0.1785     0.5653     0.0631
		2880    -0.8203    -0.1408     0.5543     0.0568
		3040    -0.8253    -0.1680     0.5391     0.0466
		3200    -0.8900    -0.1179     0.4404     0.0494
		3360    -0.9423    -0.0073     0.3347     0.0647
		3520    -0.9564     0.0311     0.2904     0.0666

#OBJECT 3
	*NodeName swat:Spine2
	*ANIMATION 0 23 0
		0    -0.9574     0.0331     0.2869     0.0613
		160    -0.9446     0.0898     0.3156     0.0587
		320    -0.9325     0.1060     0.3453     0.0596
		480    -0.9248     0.0778     0.3723     0.0599
		640    -0.9351     0.0461     0.3513     0.0618
		800    -0.9536     0.0216     0.3004     0.0700
		960    -0.9349    -0.0104     0.3549     0.0732
		1120    -0.8685    -0.0092     0.4957     0.0722
		1280    -0.8467     0.0190     0.5317     0.0706
		1440    -0.8913     0.0282     0.4526     0.0685
		1600    -0.8989    -0.0176     0.4378     0.0665
		1760    -0.8698    -0.1187     0.4789     0.0688
		1920    -0.8190    -0.1781     0.5455     0.0706
		2080    -0.7786    -0.2341     0.5822     0.0704
		2240    -0.7822    -0.2895     0.5516     0.0715
		2400    -0.7856    -0.2845     0.5495     0.0703
		2560    -0.7859    -0.2324     0.5730     0.0667
		2720    -0.8033    -0.1715     0.5703     0.0630
		2880    -0.8183    -0.1350     0.5587     0.0567
		3040    -0.8230    -0.1674     0.5429     0.0465
		3200    -0.8875    -0.1194     0.4451     0.0494
		3360    -0.9403    -0.0049     0.3402     0.0646
		3520    -0.9547     0.0347     0.2956     0.0666

#OBJECT 4
	*NodeName swat:Neck
	*ANIMATION 0 23 0
		0    -0.7396    -0.2444    -0.6271     0.1006
		160    -0.7490    -0.2330    -0.6202     0.1028
		320    -0.7701    -0.2254    -0.5968     0.1052
		480    -0.8114    -0.2273    -0.5385     0.1123
		640    -0.8376    -0.2499    -0.4857     0.1177
		800    -0.8266    -0.2826    -0.4867     0.1132
		960    -0.8094    -0.3430    -0.4766     0.1123
		1120    -0.8115    -0.3751    -0.4481     0.1136
		1280    -0.8484    -0.3122    -0.4274     0.1126
		1440    -0.8767    -0.2226    -0.4265     0.1159
		1600    -0.8726    -0.2008    -0.4453     0.1171
		1760    -0.8527    -0.2395    -0.4642     0.1116
		1920    -0.8317    -0.3173    -0.4555     0.1121
		2080    -0.8173    -0.3993    -0.4155     0.1158
		2240    -0.7894    -0.4752    -0.3886     0.1130
		2400    -0.7692    -0.5165    -0.3763     0.1137
		2560    -0.7767    -0.5080    -0.3724     0.1176
		2720    -0.7824    -0.4929    -0.3806     0.1157
		2880    -0.7795    -0.4972    -0.3810     0.1113
		3040    -0.7938    -0.4678    -0.3887     0.1110
		3200    -0.7907    -0.3531    -0.5000     0.1087
		3360    -0.7262    -0.2570    -0.6377     0.1014
		3520    -0.7123    -0.2445    -0.6579     0.0984

#OBJECT 5
	*NodeName swat:Neck1
	*ANIMATION 0 23 0
		0    -0.7396    -0.2444    -0.6271     0.1006
		160    -0.7490    -0.2330    -0.6202     0.1028
		320    -0.7701    -0.2254    -0.5968     0.1052
		480    -0.8114    -0.2273    -0.5385     0.1123
		640    -0.8376    -0.2499    -0.4857     0.1177
		800    -0.8266    -0.2826    -0.4867     0.1132
		960    -0.8094    -0.3430    -0.4766     0.1123
		1120    -0.8115    -0.3751    -0.4481     0.1136
		1280    -0.8484    -0.3122    -0.4274     0.1126
		1440    -0.8767    -0.2226    -0.4265     0.1159
		1600    -0.8726    -0.2008    -0.4453     0.1171
		1760    -0.8527    -0.2395    -0.4642     0.1116
		1920    -0.8317    -0.3173    -0.4555     0.1121
		2080    -0.8173    -0.3993    -0.4155     0.1158
		2240    -0.7894    -0.4752    -0.3886     0.1130
		2400    -0.7692    -0.5165    -0.3763     0.1137
		2560    -0.7767    -0.5080    -0.3724     0.1176
		2720    -0.7824    -0.4929    -0.3806     0.1157
		2880    -0.7795    -0.4972    -0.3810     0.1113
		3040    -0.7938    -0.4678    -0.3887     0.1110
		3200    -0.7907    -0.3531    -0.5000     0.1087
		3360    -0.7262    -0.2570    -0.6377     0.1014
		3520    -0.7123    -0.2445    -0.6579     0.0984

#OBJECT 6
	*NodeName swat:Head
	*ANIMATION 0 23 0
		0     0.3838    -0.5475    -0.7436     0.3132
		160     0.4113    -0.5699    -0.7114     0.3251
		320     0.4259    -0.5898    -0.6861     0.3277
		480     0.4503    -0.5839    -0.6754     0.3235
		640     0.4641    -0.5626    -0.6842     0.3115
		800     0.4269    -0.5695    -0.7025     0.2983
		960     0.4190    -0.5726    -0.7046     0.2987
		1120     0.4790    -0.5826    -0.6566     0.3086
		1280     0.5252    -0.6330    -0.5687     0.3124
		1440     0.5056    -0.6652    -0.5494     0.3086
		1600     0.4658    -0.6561    -0.5938     0.3022
		1760     0.4438    -0.6603    -0.6058     0.3006
		1920     0.4483    -0.6295    -0.6346     0.3024
		2080     0.4644    -0.5654    -0.6817     0.2923
		2240     0.4500    -0.5044    -0.7369     0.2705
		2400     0.4146    -0.4518    -0.7899     0.2609
		2560     0.3795    -0.4369    -0.8155     0.2604
		2720     0.3506    -0.4542    -0.8190     0.2559
		2880     0.3572    -0.4869    -0.7971     0.2503
		3040     0.4117    -0.5141    -0.7525     0.2595
		3200     0.4442    -0.5251    -0.7259     0.2998
		3360     0.3942    -0.5379    -0.7452     0.3226
		3520     0.3635    -0.5471    -0.7540     0.3162

#OBJECT 7
	*NodeName swat:HeadTop_End
	*ANIMATION 0 0 0

#OBJECT 8
	*NodeName swat:LeftShoulder
	*ANIMATION 0 23 0
		0    -0.0332    -0.7508     0.6597     0.2911
		160    -0.0311    -0.7260     0.6870     0.3106
		320    -0.0299    -0.6934     0.7199     0.3366
		480    -0.0300    -0.6439     0.7645     0.3730
		640    -0.0289    -0.5989     0.8003     0.4067
		800    -0.0269    -0.5820     0.8127     0.4262
		960    -0.0271    -0.5650     0.8247     0.4524
		1120    -0.0285    -0.5442     0.8385     0.4830
		1280    -0.0282    -0.5234     0.8516     0.5024
		1440    -0.0257    -0.5013     0.8649     0.5034
		1600    -0.0229    -0.4797     0.8771     0.4970
		1760    -0.0219    -0.4648     0.8852     0.4935
		1920    -0.0244    -0.4779     0.8781     0.4893
		2080    -0.0306    -0.5190     0.8542     0.4923
		2240    -0.0355    -0.5524     0.8328     0.4934
		2400    -0.0371    -0.5614     0.8267     0.4834
		2560    -0.0370    -0.5533     0.8322     0.4685
		2720    -0.0363    -0.5426     0.8392     0.4537
		2880    -0.0363    -0.5371     0.8427     0.4508
		3040    -0.0367    -0.5372     0.8427     0.4428
		3200    -0.0360    -0.5934     0.8041     0.3612
		3360    -0.0326    -0.7180     0.6953     0.2802
		3520    -0.0313    -0.7633     0.6453     0.2792

#OBJECT 9
	*NodeName swat:LeftArm
	*ANIMATION 0 23 0
		0     0.6670     0.3283     0.6688     1.6934
		160     0.6683     0.3165     0.6732     1.6572
		320     0.6773     0.3235     0.6607     1.6207
		480     0.6891     0.3481     0.6356     1.5815
		640     0.6963     0.3632     0.6191     1.5535
		800     0.7040     0.3698     0.6063     1.5420
		960     0.7161     0.3728     0.5901     1.5172
		1120     0.7220     0.3655     0.5874     1.4980
		1280     0.7216     0.3660     0.5876     1.5126
		1440     0.7248     0.3616     0.5864     1.5348
		1600     0.7316     0.3649     0.5759     1.5179
		1760     0.7384     0.3680     0.5650     1.4953
		1920     0.7423     0.3783     0.5531     1.4833
		2080     0.7477     0.4036     0.5273     1.4891
		2240     0.7539     0.4235     0.5023     1.5078
		2400     0.7555     0.4324     0.4922     1.5152
		2560     0.7507     0.4317     0.5001     1.5225
		2720     0.7431     0.4233     0.5183     1.5364
		2880     0.7357     0.4122     0.5375     1.5540
		3040     0.7241     0.4031     0.5596     1.5723
		3200     0.7000     0.3803     0.6045     1.6112
		3360     0.6790     0.3494     0.6457     1.6725
		3520     0.6709     0.3334     0.6623     1.6977

#OBJECT 10
	*NodeName swat:LeftForeArm
	*ANIMATION 0 23 0
		0     0.0000    -0.0000     1.0000     0.5285
		160     0.0000     0.0000     1.0000     0.5157
		320    -0.0000    -0.0000     1.0000     0.5545
		480     0.0000     0.0000     1.0000     0.6180
		640    -0.0000    -0.0000     1.0000     0.6308
		800     0.0000    -0.0000     1.0000     0.6326
		960    -0.0000    -0.0000     1.0000     0.6480
		1120    -0.0000    -0.0000     1.0000     0.6347
		1280     0.0000     0.0000     1.0000     0.6261
		1440    -0.0000     0.0000     1.0000     0.6124
		1600     0.0000     0.0000     1.0000     0.6442
		1760    -0.0000     0.0000     1.0000     0.6864
		1920    -0.0000    -0.0000     1.0000     0.7322
		2080     0.0000    -0.0000     1.0000     0.8081
		2240     0.0000     0.0000     1.0000     0.8872
		2400    -0.0000    -0.0000     1.0000     0.9182
		2560    -0.0000    -0.0000     1.0000     0.8790
		2720    -0.0000     0.0000     1.0000     0.8234
		2880    -0.0000    -0.0000     1.0000     0.7623
		3040     0.0000     0.0000     1.0000     0.6972
		3200     0.0000    -0.0000     1.0000     0.6517
		3360     0.0000     0.0000     1.0000     0.6042
		3520    -0.0000    -0.0000     1.0000     0.5533

#OBJECT 11
	*NodeName swat:LeftHand
	*ANIMATION 0 23 0
		0    -0.9839    -0.0836     0.1578     4.0939
		160    -0.9846    -0.0892     0.1503     4.0664
		320    -0.9846    -0.0826     0.1540     4.0615
		480    -0.9841    -0.0702     0.1631     4.0704
		640    -0.9838    -0.0696     0.1652     4.0747
		800    -0.9829    -0.0717     0.1694     4.0823
		960    -0.9810    -0.0696     0.1810     4.0822
		1120    -0.9796    -0.0716     0.1880     4.0780
		1280    -0.9787    -0.0739     0.1913     4.1002
		1440    -0.9773    -0.0775     0.1971     4.1159
		1600    -0.9770    -0.0700     0.2015     4.1036
		1760    -0.9779    -0.0586     0.2008     4.0850
		1920    -0.9787    -0.0442     0.2007     4.0762
		2080    -0.9785    -0.0237     0.2047     4.0806
		2240    -0.9774    -0.0034     0.2116     4.0880
		2400    -0.9768     0.0048     0.2139     4.0970
		2560    -0.9782    -0.0065     0.2076     4.1101
		2720    -0.9797    -0.0220     0.1992     4.1180
		2880    -0.9808    -0.0368     0.1915     4.1223
		3040    -0.9818    -0.0512     0.1828     4.1288
		3200    -0.9824    -0.0564     0.1783     4.1312
		3360    -0.9823    -0.0627     0.1762     4.1261
		3520    -0.9831    -0.0758     0.1665     4.1087

#OBJECT 12
	*NodeName swat:LeftInHandThumb
	*ANIMATION 0 23 0
		0    -0.5155     0.1505    -0.8436     0.3318
		160    -0.5148     0.1428    -0.8454     0.3364
		320    -0.5145     0.1402    -0.8460     0.3390
		480    -0.5147     0.1432    -0.8453     0.3377
		640    -0.5155     0.1499    -0.8437     0.3323
		800    -0.5151     0.1451    -0.8448     0.3335
		960    -0.5154     0.1499    -0.8437     0.3332
		1120    -0.5164     0.1605    -0.8412     0.3273
		1280    -0.5165     0.1604    -0.8411     0.3248
		1440    -0.5159     0.1537    -0.8427     0.3286
		1600    -0.5156     0.1508    -0.8435     0.3313
		1760    -0.5152     0.1480    -0.8442     0.3344
		1920    -0.5149     0.1449    -0.8449     0.3360
		2080    -0.5152     0.1473    -0.8443     0.3344
		2240    -0.5157     0.1531    -0.8429     0.3300
		2400    -0.5162     0.1587    -0.8416     0.3261
		2560    -0.5158     0.1540    -0.8427     0.3295
		2720    -0.5156     0.1509    -0.8435     0.3315
		2880    -0.5160     0.1570    -0.8421     0.3290
		3040    -0.5160     0.1573    -0.8420     0.3315
		3200    -0.5166     0.1659    -0.8400     0.3281
		3360    -0.5169     0.1684    -0.8393     0.3246
		3520    -0.5160     0.1556    -0.8424     0.3293

#OBJECT 13
	*NodeName swat:LeftHandThumb1
	*ANIMATION 0 0 0

#OBJECT 14
	*NodeName swat:LeftHandThumb2_End
	*ANIMATION 0 0 0

#OBJECT 15
	*NodeName swat:LeftHandIndex1
	*ANIMATION 0 23 0
		0     0.0210     0.9974     0.0694     0.5879
		160     0.0203     0.9975     0.0678     0.5848
		320     0.0208     0.9973     0.0698     0.5799
		480     0.0210     0.9973     0.0705     0.5811
		640     0.0210     0.9974     0.0695     0.5873
		800     0.0212     0.9973     0.0707     0.5830
		960     0.0213     0.9972     0.0717     0.5783
		1120     0.0215     0.9971     0.0730     0.5747
		1280     0.0221     0.9969     0.0757     0.5688
		1440     0.0218     0.9970     0.0742     0.5747
		1600     0.0211     0.9973     0.0703     0.5857
		1760     0.0208     0.9974     0.0691     0.5873
		1920     0.0209     0.9974     0.0694     0.5855
		2080     0.0210     0.9973     0.0701     0.5835
		2240     0.0211     0.9973     0.0707     0.5813
		2400     0.0211     0.9973     0.0708     0.5814
		2560     0.0212     0.9973     0.0705     0.5845
		2720     0.0209     0.9974     0.0692     0.5882
		2880     0.0208     0.9974     0.0686     0.5903
		3040     0.0207     0.9975     0.0674     0.5971
		3200     0.0210     0.9974     0.0686     0.5955
		3360     0.0217     0.9972     0.0722     0.5861
		3520     0.0215     0.9972     0.0715     0.5854

#OBJECT 16
	*NodeName swat:LeftHandIndex2
	*ANIMATION 0 23 0
		0    -0.0000     1.0000    -0.0000     1.0520
		160     0.0000     1.0000    -0.0000     1.0544
		320    -0.0000     1.0000     0.0000     1.0531
		480     0.0000     1.0000     0.0000     1.0528
		640     0.0000     1.0000    -0.0000     1.0521
		800     0.0000     1.0000     0.0000     1.0502
		960     0.0000     1.0000    -0.0000     1.0481
		1120     0.0000     1.0000    -0.0000     1.0469
		1280     0.0000     1.0000     0.0000     1.0438
		1440     0.0000     1.0000    -0.0000     1.0451
		1600     0.0000     1.0000    -0.0000     1.0506
		1760     0.0000     1.0000     0.0000     1.0526
		1920    -0.0000     1.0000     0.0000     1.0535
		2080     0.0000     1.0000     0.0000     1.0523
		2240    -0.0000     1.0000    -0.0000     1.0518
		2400    -0.0000     1.0000     0.0000     1.0529
		2560     0.0000     1.0000    -0.0000     1.0526
		2720    -0.0000     1.0000    -0.0000     1.0520
		2880     0.0000     1.0000    -0.0000     1.0523
		3040     0.0000     1.0000    -0.0000     1.0545
		3200     0.0000     1.0000     0.0000     1.0543
		3360     0.0000     1.0000    -0.0000     1.0506
		3520     0.0000     1.0000     0.0000     1.0502

#OBJECT 17
	*NodeName swat:LeftHandIndex3_End
	*ANIMATION 0 0 0

#OBJECT 18
	*NodeName swat:RightShoulder
	*ANIMATION 0 23 0
		0    -0.1431    -0.3471    -0.9268     0.0934
		160    -0.1427    -0.2568    -0.9559     0.0927
		320    -0.1425    -0.2702    -0.9522     0.0934
		480    -0.1424    -0.3701    -0.9180     0.0948
		640    -0.1391    -0.4864    -0.8626     0.1005
		800    -0.1374    -0.5458    -0.8266     0.1021
		960    -0.1344    -0.6546    -0.7439     0.1017
		1120    -0.1347    -0.6835    -0.7175     0.0986
		1280    -0.1427    -0.5630    -0.8140     0.0913
		1440    -0.1445    -0.4635    -0.8742     0.0915
		1600    -0.1458    -0.4058    -0.9023     0.0901
		1760    -0.1527    -0.2530    -0.9553     0.0781
		1920    -0.1571    -0.2305    -0.9603     0.0720
		2080    -0.1618    -0.2988    -0.9405     0.0680
		2240    -0.1757    -0.2852    -0.9422     0.0569
		2400    -0.1748    -0.3188    -0.9316     0.0578
		2560    -0.1663    -0.4226    -0.8909     0.0646
		2720    -0.1690    -0.5217    -0.8363     0.0617
		2880    -0.1681    -0.7244    -0.6685     0.0573
		3040    -0.1598    -0.7811    -0.6037     0.0614
		3200    -0.1544    -0.4307    -0.8892     0.0753
		3360    -0.1414    -0.2243    -0.9642     0.0949
		3520    -0.1416    -0.2946    -0.9451     0.0953

#OBJECT 19
	*NodeName swat:RightArm
	*ANIMATION 0 23 0
		0     0.2365    -0.6536    -0.7189     1.5825
		160     0.2343    -0.6636    -0.7105     1.5903
		320     0.2274    -0.6702    -0.7065     1.5882
		480     0.2139    -0.6808    -0.7006     1.5749
		640     0.2052    -0.6889    -0.6951     1.5623
		800     0.2005    -0.6869    -0.6985     1.5601
		960     0.1937    -0.6768    -0.7102     1.5630
		1120     0.1949    -0.6767    -0.7100     1.5612
		1280     0.1983    -0.6924    -0.6937     1.5475
		1440     0.2074    -0.6937    -0.6898     1.5530
		1600     0.2084    -0.6864    -0.6967     1.5652
		1760     0.2096    -0.6775    -0.7050     1.5689
		1920     0.2083    -0.6725    -0.7102     1.5665
		2080     0.2034    -0.6726    -0.7115     1.5627
		2240     0.2007    -0.6713    -0.7135     1.5700
		2400     0.1978    -0.6711    -0.7145     1.5748
		2560     0.1943    -0.6739    -0.7128     1.5780
		2720     0.1924    -0.6755    -0.7118     1.5854
		2880     0.1933    -0.6722    -0.7147     1.5841
		3040     0.1958    -0.6743    -0.7120     1.5723
		3200     0.2084    -0.6740    -0.7087     1.5786
		3360     0.2283    -0.6586    -0.7170     1.5957
		3520     0.2370    -0.6506    -0.7215     1.5920

#OBJECT 20
	*NodeName swat:RightForeArm
	*ANIMATION 0 23 0
		0     0.0000    -0.0000    -1.0000     1.8646
		160     0.0000    -0.0000    -1.0000     1.8560
		320     0.0000    -0.0000    -1.0000     1.8578
		480    -0.0000     0.0000    -1.0000     1.8694
		640     0.0000    -0.0000    -1.0000     1.8676
		800     0.0000    -0.0000    -1.0000     1.8566
		960     0.0000    -0.0000    -1.0000     1.8436
		1120     0.0000     0.0000    -1.0000     1.8427
		1280     0.0000    -0.0000    -1.0000     1.8672
		1440     0.0000    -0.0000    -1.0000     1.8745
		1600     0.0000     0.0000    -1.0000     1.8677
		1760     0.0000    -0.0000    -1.0000     1.8633
		1920     0.0000    -0.0000    -1.0000     1.8653
		2080     0.0000    -0.0000    -1.0000     1.8847
		2240     0.0000    -0.0000    -1.0000     1.9102
		2400     0.0000    -0.0000    -1.0000     1.9113
		2560     0.0000    -0.0000    -1.0000     1.8848
		2720     0.0000    -0.0000    -1.0000     1.8630
		2880    -0.0000     0.0000    -1.0000     1.8494
		3040     0.0000    -0.0000    -1.0000     1.8432
		3200     0.0000    -0.0000    -1.0000     1.8484
		3360    -0.0000     0.0000    -1.0000     1.8552
		3520     0.0000    -0.0000    -1.0000     1.8607

#OBJECT 21
	*NodeName swat:RightHand
	*ANIMATION 0 23 0
		0     0.2851     0.3015     0.9098     0.8549
		160     0.2803     0.3110     0.9081     0.8417
		320     0.2733     0.3238     0.9058     0.8343
		480     0.2586     0.3322     0.9071     0.8339
		640     0.2491     0.3294     0.9107     0.8346
		800     0.2550     0.3365     0.9065     0.8354
		960     0.2721     0.3514     0.8958     0.8532
		1120     0.2877     0.3633     0.8862     0.8752
		1280     0.2816     0.3807     0.8808     0.8775
		1440     0.2630     0.3766     0.8883     0.8895
		1600     0.2536     0.3638     0.8963     0.8982
		1760     0.2661     0.3561     0.8957     0.9002
		1920     0.2811     0.3449     0.8955     0.8957
		2080     0.2780     0.3340     0.9007     0.8890
		2240     0.2614     0.3239     0.9093     0.8854
		2400     0.2564     0.3115     0.9150     0.8709
		2560     0.2578     0.2992     0.9187     0.8465
		2720     0.2545     0.2915     0.9221     0.8299
		2880     0.2620     0.2878     0.9212     0.8302
		3040     0.2740     0.2862     0.9182     0.8309
		3200     0.2859     0.2901     0.9133     0.8249
		3360     0.2955     0.2954     0.9085     0.8347
		3520     0.2921     0.2997     0.9082     0.8510

#OBJECT 22
	*NodeName swat:RightInHandThumb
	*ANIMATION 0 23 0
		0    -0.6170    -0.6065     0.5015     0.4418
		160    -0.6153    -0.6131     0.4955     0.4393
		320    -0.6143    -0.6153     0.4940     0.4407
		480    -0.6147    -0.6129     0.4964     0.4424
		640    -0.6167    -0.6071     0.5011     0.4419
		800    -0.6194    -0.5990     0.5075     0.4416
		960    -0.6202    -0.5954     0.5108     0.4433
		1120    -0.6160    -0.6078     0.5011     0.4443
		1280    -0.6120    -0.6187     0.4926     0.4459
		1440    -0.6123    -0.6163     0.4952     0.4486
		1600    -0.6159    -0.6084     0.5004     0.4437
		1760    -0.6196    -0.6018     0.5039     0.4362
		1920    -0.6183    -0.6060     0.5005     0.4362
		2080    -0.6164    -0.6128     0.4945     0.4346
		2240    -0.6158    -0.6161     0.4911     0.4324
		2400    -0.6153    -0.6169     0.4907     0.4336
		2560    -0.6157    -0.6130     0.4952     0.4379
		2720    -0.6171    -0.6058     0.5022     0.4421
		2880    -0.6174    -0.6043     0.5037     0.4432
		3040    -0.6167    -0.6066     0.5017     0.4428
		3200    -0.6138    -0.6167     0.4929     0.4409
		3360    -0.6133    -0.6197     0.4897     0.4383
		3520    -0.6161    -0.6105     0.4976     0.4395

#OBJECT 23
	*NodeName swat:RightHandThumb1
	*ANIMATION 0 23 0
		0    -0.6367     0.7379     0.2238     0.4448
		160    -0.6381     0.7350     0.2293     0.4466
		320    -0.6420     0.7267     0.2445     0.4518
		480    -0.6429     0.7246     0.2482     0.4532
		640    -0.6373     0.7367     0.2262     0.4455
		800    -0.6346     0.7420     0.2160     0.4422
		960    -0.6404     0.7303     0.2380     0.4496
		1120    -0.6423     0.7260     0.2457     0.4523
		1280    -0.6404     0.7301     0.2382     0.4496
		1440    -0.6411     0.7287     0.2408     0.4505
		1600    -0.6380     0.7353     0.2286     0.4463
		1760    -0.6327     0.7457     0.2090     0.4401
		1920    -0.6347     0.7419     0.2163     0.4424
		2080    -0.6366     0.7381     0.2234     0.4447
		2240    -0.6376     0.7360     0.2275     0.4460
		2400    -0.6400     0.7311     0.2364     0.4489
		2560    -0.6412     0.7284     0.2414     0.4506
		2720    -0.6360     0.7393     0.2211     0.4439
		2880    -0.6391     0.7330     0.2330     0.4478
		3040    -0.6380     0.7353     0.2288     0.4464
		3200    -0.6336     0.7440     0.2123     0.4411
		3360    -0.6339     0.7434     0.2133     0.4414
		3520    -0.6348     0.7416     0.2168     0.4425

#OBJECT 24
	*NodeName swat:RightHandThumb2_End
	*ANIMATION 0 0 0

#OBJECT 25
	*NodeName swat:RightHandIndex1
	*ANIMATION 0 23 0
		0     0.0392    -0.8849    -0.4640     0.1902
		160     0.0394    -0.8916    -0.4511     0.1955
		320     0.0393    -0.8933    -0.4477     0.1958
		480     0.0396    -0.8882    -0.4577     0.1942
		640     0.0393    -0.8850    -0.4640     0.1906
		800     0.0367    -0.8982    -0.4380     0.1859
		960     0.0358    -0.9028    -0.4285     0.1847
		1120     0.0351    -0.9089    -0.4156     0.1855
		1280     0.0349    -0.9120    -0.4087     0.1868
		1440     0.0372    -0.8947    -0.4452     0.1864
		1600     0.0390    -0.8849    -0.4642     0.1892
		1760     0.0385    -0.8978    -0.4388     0.1950
		1920     0.0387    -0.9007    -0.4328     0.1979
		2080     0.0396    -0.8973    -0.4396     0.2001
		2240     0.0406    -0.8917    -0.4509     0.2011
		2400     0.0410    -0.8868    -0.4603     0.2000
		2560     0.0402    -0.8844    -0.4651     0.1947
		2720     0.0391    -0.8853    -0.4633     0.1899
		2880     0.0375    -0.8897    -0.4551     0.1848
		3040     0.0385    -0.8823    -0.4691     0.1855
		3200     0.0416    -0.8766    -0.4795     0.1974
		3360     0.0406    -0.8895    -0.4552     0.2001
		3520     0.0388    -0.8927    -0.4491     0.1928

#OBJECT 26
	*NodeName swat:RightHandIndex2
	*ANIMATION 0 0 0

#OBJECT 27
	*NodeName swat:RightHandIndex3_End
	*ANIMATION 0 0 0

#OBJECT 28
	*NodeName swat:LeftUpLeg
	*ANIMATION 0 23 0
		0     0.9710    -0.0648    -0.2301     0.7818
		160     0.9833    -0.0218    -0.1809     0.9485
		320     0.9907     0.0236    -0.1341     1.0669
		480     0.9953     0.0381    -0.0890     1.1354
		640     0.9991     0.0352    -0.0239     0.9744
		800     0.9978     0.0623    -0.0208     0.9079
		960     0.9893     0.1115    -0.0946     0.9898
		1120     0.9861     0.1320    -0.1005     1.0263
		1280     0.9802     0.1668    -0.1068     0.9717
		1440     0.9695     0.1706    -0.1762     0.8901
		1600     0.9628     0.1796    -0.2019     0.7857
		1760     0.9576     0.2034    -0.2040     0.6431
		1920     0.9430     0.2108    -0.2576     0.4934
		2080     0.8656     0.2065    -0.4562     0.3382
		2240     0.4100     0.2098    -0.8876     0.2252
		2400    -0.3959     0.2093    -0.8941     0.2706
		2560    -0.4067     0.2513    -0.8783     0.2734
		2720    -0.4060     0.3589    -0.8405     0.2451
