#PSB_CHARACTER_TOOL_ANIMATION_DATA
#SCENE 0 20 30 160 38

#OBJECT 0
	*NodeName swat:Hips
	*ANIMATION 0 20 20
		960     0.0170    -0.0972    -0.9951     0.0613
		1120     0.0172    -0.0972    -0.9951     0.0613
		1280     0.0174    -0.0972    -0.9951     0.0613
		1440     0.0176    -0.0972    -0.9951     0.0613
		1600     0.0178    -0.0972    -0.9951     0.0613
		1760     0.0179    -0.0972    -0.9951     0.0613
		1920     0.0181    -0.0972    -0.9951     0.0613
		2080     0.0182    -0.0972    -0.9951     0.0613
		2240     0.0184    -0.0972    -0.9951     0.0613
		2400     0.0185    -0.0972    -0.9951     0.0613
		2560     0.0187    -0.0972    -0.9951     0.0613
		2720     0.0189    -0.0972    -0.9951     0.0613
		2880     0.0190    -0.0972    -0.9951     0.0613
		3040     0.0190    -0.0972    -0.9951     0.0613

#OBJECT 9
	*NodeName swat:LeftArm
	*ANIMATION 0 20 0
		0     0.5888     0.7231     0.3612     1.7555
		160     0.6073     0.7105     0.3554     1.7558
		320     0.6132     0.6968     0.3721     1.7517
		480     0.6198     0.6759     0.3987     1.7733
		640     0.6288     0.6506     0.4258     1.8042
		800     0.6366     0.6271     0.4488     1.8384
		960     0.6443     0.6032     0.4701     1.8803
		1120     0.6519     0.5828     0.4851     1.9297
		1280     0.6537     0.5748     0.4922     1.9573
		1440     0.6487     0.5844     0.4875     1.9601
		1600     0.6400     0.6036     0.4754     1.9468
		1760     0.6301     0.6249     0.4610     1.9281
		1920     0.6194     0.6456     0.4467     1.9102
		2080     0.6084     0.6662     0.4313     1.8923
		2240     0.5971     0.6883     0.4119     1.8693
		2400     0.5921     0.7071     0.3865     1.8376
		2560     0.5859     0.7238     0.3645     1.7969
		2720     0.5930     0.7233     0.3538     1.7721
		2880     0.6095     0.7052     0.3621     1.7801
		3040     0.6095     0.7052     0.3621     1.7801

#OBJECT 10
	*NodeName swat:LeftForeArm
	*ANIMATION 0 20 0
		0    -0.0000    -0.0000     1.0000     1.1353
		160     0.0000    -0.0000     1.0000     1.0490
		320    -0.0000    -0.0000     1.0000     0.9170
		480    -0.0000    -0.0000     1.0000     0.8357
		640     0.0000     0.0000     1.0000     0.7505
		800    -0.0000    -0.0000     1.0000     0.6677
		960    -0.0000     0.0000     1.0000     0.5947
		1120     0.0000     0.0000     1.0000     0.5398
		1280    -0.0000     0.0000     1.0000     0.5164
		1440     0.0000     0.0000     1.0000     0.5362
		1600    -0.0000    -0.0000     1.0000     0.5870
		1760    -0.0000    -0.0000     1.0000     0.6462
		1920    -0.0000     0.0000     1.0000     0.7021
		2080    -0.0000    -0.0000     1.0000     0.7579
		2240     0.0000    -0.0000     1.0000     0.8252
		2400     0.0000    -0.0000     1.0000     0.9479
		2560     0.0000     0.0000     1.0000     1.0531
		2720    -0.0000    -0.0000     1.0000     1.1434
		2880    -0.0000    -0.0000     1.0000     1.1714
		3040    -0.0000    -0.0000     1.0000     1.1714

#OBJECT 11
	*NodeName swat:LeftHand
	*ANIMATION 0 20 0
		0     0.9732    -0.0631    -0.2211     1.8533
		160     0.9647    -0.0563    -0.2573     1.7805
		320     0.9727    -0.0213    -0.2310     1.7431
		480     0.9770    -0.0039    -0.2131     1.7211
		640     0.9799     0.0081    -0.1995     1.7133
		800     0.9830     0.0185    -0.1827     1.7233
		960     0.9863     0.0308    -0.1621     1.7473
		1120     0.9883     0.0445    -0.1462     1.7664
		1280     0.9892     0.0532    -0.1367     1.7858
		1440     0.9890     0.0490    -0.1398     1.7959
		1600     0.9877     0.0331    -0.1531     1.7973
		1760     0.9861     0.0153    -0.1655     1.7969
		1920     0.9854     0.0021    -0.1704     1.7995
		2080     0.9854    -0.0078    -0.1700     1.8059
		2240     0.9857    -0.0203    -0.1671     1.8185
		2400     0.9808    -0.0576    -0.1862     1.8503
		2560     0.9771    -0.0889    -0.1933     1.8819
		2720     0.9704    -0.1212    -0.2089     1.8978
		2880     0.9680    -0.1324    -0.2134     1.8979
		3040     0.9680    -0.1324    -0.2134     1.8979

#OBJECT 12
	*NodeName swat:LeftInHandThumb
	*ANIMATION 0 0 0

#OBJECT 13
	*NodeName swat:LeftHandThumb1
	*ANIMATION 0 0 0

#OBJECT 14
	*NodeName swat:LeftHandThumb2_End
	*ANIMATION 0 0 0

#OBJECT 15
	*NodeName swat:LeftHandIndex1
	*ANIMATION 0 0 0

#OBJECT 16
	*NodeName swat:LeftHandIndex2
	*ANIMATION 0 0 0

#OBJECT 17
	*NodeName swat:LeftHandIndex3_End
	*ANIMATION 0 0 0

#OBJECT 18
	*NodeName swat:RightShoulder
	*ANIMATION 0 20 0
		0    -0.2001    -0.3427    -0.9179     0.0402
		160    -0.1796    -0.4731    -0.8625     0.0483
		320    -0.1392    -0.5390    -0.8307     0.0826
		480    -0.1225    -0.6076    -0.7848     0.1131
		640    -0.1154    -0.6454    -0.7551     0.1313
		800    -0.1139    -0.6447    -0.7559     0.1361
		960    -0.1157    -0.6235    -0.7732     0.1310
		1120    -0.1183    -0.6115    -0.7824     0.1221
		1280    -0.1200    -0.6292    -0.7679     0.1131
		1440    -0.1195    -0.6695    -0.7332     0.1077
		1600    -0.1164    -0.7053    -0.6993     0.1095
		1760    -0.1126    -0.7273    -0.6770     0.1155
		1920    -0.1100    -0.7435    -0.6596     0.1189
		2080    -0.1090    -0.7573    -0.6439     0.1172
		2240    -0.1088    -0.7674    -0.6319     0.1133
		2400    -0.1082    -0.7729    -0.6252     0.1127
		2560    -0.1063    -0.7738    -0.6244     0.1182
		2720    -0.1050    -0.7660    -0.6342     0.1251
		2880    -0.1055    -0.7482    -0.6550     0.1270
		3040    -0.1055    -0.7482    -0.6550     0.1270

#OBJECT 19
	*NodeName swat:RightArm
	*ANIMATION 0 20 0
		0     0.0606    -0.3555    -0.9327     1.3509
		160     0.0340    -0.3831    -0.9231     1.4086
		320     0.0149    -0.4258    -0.9047     1.4121
		480     0.0294    -0.4619    -0.8865     1.4053
		640     0.0561    -0.4703    -0.8807     1.4056
		800     0.0872    -0.4550    -0.8862     1.4049
		960     0.1247    -0.4309    -0.8937     1.4090
		1120     0.1602    -0.4119    -0.8970     1.4218
		1280     0.1788    -0.4043    -0.8970     1.4329
		1440     0.1804    -0.4063    -0.8958     1.4334
		1600     0.1737    -0.4107    -0.8951     1.4220
		1760     0.1642    -0.4136    -0.8955     1.4024
		1920     0.1533    -0.4149    -0.8968     1.3797
		2080     0.1408    -0.4143    -0.8992     1.3586
		2240     0.1284    -0.4116    -0.9023     1.3422
		2400     0.1357    -0.4013    -0.9058     1.3556
		2560     0.1364    -0.4030    -0.9050     1.3598
		2720     0.1497    -0.4029    -0.9029     1.3788
		2880     0.1723    -0.3918    -0.9038     1.3995
		3040     0.1723    -0.3918    -0.9038     1.3995

#OBJECT 20
	*NodeName swat:RightForeArm
	*ANIMATION 0 20 0
		0     0.0000    -0.0000    -1.0000     1.7319
		160     0.0000    -0.0000    -1.0000     1.6426
		320    -0.0000     0.0000    -1.0000     1.5658
		480     0.0000    -0.0000    -1.0000     1.5409
		640    -0.0000     0.0000    -1.0000     1.5204
		800     0.0000    -0.0000    -1.0000     1.5043
		960    -0.0000     0.0000    -1.0000     1.4960
		1120    -0.0000     0.0000    -1.0000     1.4965
		1280     0.0000    -0.0000    -1.0000     1.5053
		1440    -0.0000     0.0000    -1.0000     1.5232
		1600     0.0000    -0.0000    -1.0000     1.5469
		1760    -0.0000    -0.0000    -1.0000     1.5705
		1920    -0.0000     0.0000    -1.0000     1.5933
		2080     0.0000    -0.0000    -1.0000     1.6134
		2240     0.0000    -0.0000    -1.0000     1.6295
		2400     0.0000    -0.0000    -1.0000     1.6559
		2560    -0.0000     0.0000    -1.0000     1.6786
		2720    -0.0000    -0.0000    -1.0000     1.6920
		2880    -0.0000     0.0000    -1.0000     1.6845
		3040    -0.0000     0.0000    -1.0000     1.6845

#OBJECT 21
	*NodeName swat:RightHand
	*ANIMATION 0 20 0
		0     0.7957     0.1180     0.5941     0.9166
		160     0.8365     0.1143     0.5359     0.9297
		320     0.8586     0.0865     0.5053     0.8651
		480     0.8533     0.0462     0.5193     0.8102
		640     0.8428     0.0067     0.5382     0.8002
		800     0.8326    -0.0251     0.5534     0.8194
		960     0.8151    -0.0547     0.5767     0.8366
		1120     0.7874    -0.0793     0.6113     0.8415
		1280     0.7575    -0.0954     0.6459     0.8428
		1440     0.7333    -0.1030     0.6720     0.8552
		1600     0.7201    -0.1033     0.6861     0.8800
		1760     0.7161    -0.1028     0.6904     0.9021
		1920     0.7165    -0.1037     0.6899     0.9115
		2080     0.7195    -0.1059     0.6864     0.9112
		2240     0.7236    -0.1169     0.6802     0.9068
		2400     0.7056    -0.1373     0.6951     0.9420
		2560     0.6921    -0.1642     0.7029     0.9560
		2720     0.6870    -0.1839     0.7030     0.9661
		2880     0.6937    -0.1963     0.6930     0.9500
		3040     0.6937    -0.1963     0.6930     0.9500

#OBJECT 22
	*NodeName swat:RightInHandThumb
	*ANIMATION 0 0 0

#OBJECT 23
	*NodeName swat:RightHandThumb1
	*ANIMATION 0 0 0

#OBJECT 24
	*NodeName swat:RightHandThumb2_End
	*ANIMATION 0 0 0

#OBJECT 25
	*NodeName swat:RightHandIndex1
	*ANIMATION 0 0 0

#OBJECT 26
	*NodeName swat:RightHandIndex2
	*ANIMATION 0 0 0

#OBJECT 27
	*NodeName swat:RightHandIndex3_End
	*ANIMATION 0 0 0

#OBJECT 28
	*NodeName swat:LeftUpLeg
	*ANIMATION 0 20 0
		0     0.3832    -0.2422    -0.8913     0.8841
		160     0.3537    -0.2664    -0.8966     0.8397
		320     0.3199    -0.3371    -0.8855     0.7485
		480     0.5221    -0.4344    -0.7339     0.6568
		640     0.7660    -0.3845    -0.5152     0.6503
		800     0.9090    -0.2534    -0.3308     0.8059
		960     0.9596    -0.1681    -0.2256     1.0074
		1120     0.9802    -0.1244    -0.1538     1.1649
		1280     0.9885    -0.1025    -0.1111     1.2387
		1440     0.9903    -0.1017    -0.0951     1.2270
		1600     0.9894    -0.1111    -0.0938     1.1539
		1760     0.9873    -0.1211    -0.1031     1.0524
		1920     0.9840    -0.1334    -0.1183     0.9361
		2080     0.9731    -0.1578    -0.1676     0.8179
		2240     0.9352    -0.2038    -0.2897     0.7251
		2400     0.8397    -0.2510    -0.4816     0.7069
		2560     0.6767    -0.2721    -0.6841     0.7717
		2720     0.4891    -0.2381    -0.8391     1.0373
		2880     0.4094    -0.1902    -0.8923     1.2035
		3040     0.4094    -0.1902    -0.8923     1.2035

#OBJECT 29
	*NodeName swat:LeftLeg
	*ANIMATION 0 20 0
		0    -0.8863    -0.1217    -0.4468     0.3822
		160    -0.8664    -0.1759    -0.4673     0.3608
		320    -0.9742    -0.1182    -0.1925     0.4951
		480    -0.9994    -0.0322     0.0120     1.0417
		640    -0.9998    -0.0077     0.0174     1.5094
		800    -0.9999    -0.0130    -0.0084     1.8258
		960    -0.9997    -0.0153    -0.0207     2.0320
		1120    -0.9999    -0.0004    -0.0139     2.1534
		1280    -0.9999     0.0164    -0.0027     2.1784
		1440    -0.9997     0.0228     0.0038     2.1235
		1600    -0.9993     0.0339     0.0133     1.9956
		1760    -0.9979     0.0551     0.0340     1.8154
		1920    -0.9945     0.0780     0.0692     1.6019
		2080    -0.9933     0.0717     0.0901     1.3711
		2240    -0.9960     0.0383     0.0808     1.1455
		2400    -0.9831     0.0577     0.1740     0.9987
		2560    -0.9843     0.0134     0.1761     0.8806
		2720    -0.9875    -0.0331     0.1543     0.8336
		2880    -0.9965    -0.0672     0.0496     0.7837
		3040    -0.9965    -0.0672     0.0496     0.7837

#OBJECT 30
	*NodeName swat:LeftFoot
	*ANIMATION 0 20 0
		0    -0.4847     0.1454    -0.8625     0.5745
		160    -0.7031     0.1014    -0.7038     0.6933
		320    -0.6727     0.2326    -0.7024     0.5983
		480    -0.5061     0.4412    -0.7411     0.4535
		640    -0.2415     0.7182    -0.6526     0.3698
		800     0.1340     0.9262    -0.3523     0.3998
		960     0.3856     0.9148    -0.1201     0.4660
		1120     0.4558     0.8898    -0.0212     0.4357
		1280     0.4392     0.8984     0.0036     0.3963
		1440     0.4211     0.9068    -0.0210     0.3684
		1600     0.3951     0.9032    -0.1677     0.3487
		1760     0.2964     0.8635    -0.4080     0.3483
		1920     0.1194     0.7951    -0.5946     0.3756
		2080    -0.0404     0.7150    -0.6979     0.4228
		2240    -0.1324     0.6415    -0.7556     0.4565
		2400    -0.0659     0.4696    -0.8804     0.5680
		2560     0.0345     0.4141    -0.9096     0.5671
		2720     0.2533     0.4015    -0.8801     0.4414
		2880     0.4815     0.4289    -0.7643     0.4021
		3040     0.4815     0.4289    -0.7643     0.4021

#OBJECT 31
	*NodeName swat:LeftToeBase
	*ANIMATION 0 20 0
		0    -1.0000    -0.0000     0.0000     0.1665
		160    -1.0000    -0.0000     0.0000     0.2843
		320    -1.0000     0.0000    -0.0000     0.2847
		480    -1.0000    -0.0000    -0.0000     0.2338
		640    -1.0000     0.0000     0.0000     0.2502
		800    -1.0000    -0.0000     0.0000     0.2685
		960    -1.0000     0.0000    -0.0000     0.2853
		1120    -1.0000    -0.0000     0.0000     0.2847
		1280    -1.0000     0.0000    -0.0000     0.2644
		1440    -1.0000     0.0000     0.0000     0.2335
		1600    -1.0000    -0.0000     0.0000     0.1855
		1760    -1.0000     0.0000    -0.0000     0.1313
		1920    -1.0000     0.0000     0.0000     0.0917
		2080    -1.0000    -0.0000     0.0000     0.0802
		2240    -1.0000    -0.0000     0.0000     0.0893
		2400    -1.0000     0.0000    -0.0000     0.0830
		2560    -1.0000    -0.0000    -0.0000     0.1076
		2720    -1.0000    -0.0000     0.0000     0.1040
		2880    -1.0000    -0.0000     0.0000     0.0550
		3040    -1.0000    -0.0000     0.0000     0.0550

#OBJECT 32
	*NodeName swat:LeftFootToeBase_End
	*ANIMATION 0 0 0

#OBJECT 33
	*NodeName swat:RightUpLeg
	*ANIMATION 0 20 0
		0     0.7641     0.4254    -0.4849     0.4400
		160     0.7779     0.3721    -0.5065     0.4139
		320     0.9062     0.2654    -0.3291     0.4120
		480     0.9730     0.2254     0.0497     0.5415
		640     0.9627     0.2328     0.1381     0.7298
		800     0.9538     0.2442     0.1748     0.9883
		960     0.9523     0.2473     0.1789     1.2229
		1120     0.9508     0.2487     0.1845     1.4371
		1280     0.9478     0.2526     0.1949     1.5897
		1440     0.9444     0.2560     0.2064     1.6637
		1600     0.9424     0.2644     0.2047     1.5991
		1760     0.9413     0.2722     0.1999     1.4885
		1920     0.9422     0.2855     0.1753     1.4500
		2080     0.9377     0.3016     0.1726     1.3701
		2240     0.9292     0.3128     0.1969     1.2602
		2400     0.9273     0.3120     0.2069     1.1502
		2560     0.9415     0.2899     0.1722     1.0403
		2720     0.9625     0.2590     0.0810     0.9556
		2880     0.9622     0.2652    -0.0618     0.8935
		3040     0.9622     0.2652    -0.0618     0.8935

#OBJECT 34
	*NodeName swat:RightLeg
	*ANIMATION 0 20 0
		0    -0.7615     0.1173    -0.6375     0.2735
		160    -0.8576     0.0723    -0.5092     0.3466
		320    -0.9652    -0.0157    -0.2610     0.6201
		480    -0.9865    -0.0669    -0.1493     1.1110
		640    -0.9938    -0.0679    -0.0885     1.5397
		800    -0.9967    -0.0559    -0.0589     1.8917
		960    -0.9993    -0.0207    -0.0305     2.0866
		1120    -0.9997     0.0242    -0.0059     2.2476
		1280    -0.9979     0.0642     0.0099     2.3611
		1440    -0.9957     0.0908     0.0186     2.4160
		1600    -0.9956     0.0912     0.0220     2.3600
		1760    -0.9967     0.0790     0.0212     2.2487
		1920    -0.9978     0.0648     0.0138     2.2449
		2080    -0.9979     0.0625     0.0151     2.1676
		2240    -0.9980     0.0601     0.0175     2.0070
		2400    -0.9966     0.0745     0.0339     1.8187
		2560    -0.9969     0.0681     0.0404     1.6039
		2720    -0.9995     0.0010    -0.0331     1.3701
		2880    -0.9920    -0.0533    -0.1148     1.1539
		3040    -0.9920    -0.0533    -0.1148     1.1539

#OBJECT 35
	*NodeName swat:RightFoot
	*ANIMATION 0 20 0
		0    -0.1830    -0.9629     0.1983     0.5380
		160    -0.1290    -0.8977     0.4214     0.5686
		320    -0.1659    -0.9234     0.3462     0.5559
		480    -0.2725    -0.9616     0.0337     0.4962
		640    -0.3390    -0.9408     0.0000     0.4621
		800    -0.3371    -0.9076     0.2503     0.4532
		960    -0.4001    -0.8437     0.3579     0.4367
		1120    -0.4691    -0.7822     0.4099     0.3962
		1280    -0.5179    -0.7281     0.4490     0.3518
		1440    -0.5289    -0.6929     0.4900     0.3208
		1600    -0.4672    -0.7348     0.4917     0.3398
		1760    -0.4126    -0.7745     0.4795     0.3742
		1920    -0.2802    -0.8562     0.4341     0.3882
		2080    -0.2043    -0.9086     0.3643     0.3819
		2240    -0.2114    -0.9004     0.3802     0.3654
		2400    -0.2719    -0.8894     0.3674     0.3304
		2560    -0.2214    -0.9706     0.0942     0.2783
		2720     0.1723    -0.9795    -0.1043     0.2531
		2880     0.5903    -0.7527    -0.2914     0.3071
		3040     0.5903    -0.7527    -0.2914     0.3071

#OBJECT 36
	*NodeName swat:RightToeBase
	*ANIMATION 0 20 0
		0    -1.0000    -0.0000    -0.0005     0.0005
		160    -1.0000    -0.0000     0.0000     0.0952
		320    -1.0000    -0.0000     0.0000     0.1093
		480    -1.0000     0.0000    -0.0000     0.1084
		640    -1.0000    -0.0000     0.0000     0.1364
		800    -1.0000     0.0000    -0.0000     0.1397
		960    -1.0000     0.0000    -0.0000     0.1193
		1120    -1.0000     0.0000     0.0000     0.0930
		1280    -1.0000     0.0000    -0.0000     0.0641
		1440    -1.0000    -0.0000     0.0000     0.0359
		1600    -1.0000    -0.0000    -0.0000     0.0070
		1760     1.0000    -0.0000    -0.0000     0.0117
		1920     1.0000    -0.0000     0.0000     0.0209
		2080     1.0000    -0.0000     0.0000     0.0305
		2240     1.0000    -0.0000    -0.0000     0.0355
		2400     1.0000    -0.0000     0.0000     0.0540
		2560     1.0000     0.0000     0.0000     0.0932
		2720     1.0000    -0.0000     0.0000     0.1124
		2880     1.0000    -0.0000    -0.0000     0.0895
		3040     1.0000    -0.0000    -0.0000     0.0895

#OBJECT 37
	*NodeName swat:RightFootToeBase_End
	*ANIMATION 0 0 0
