#PSB_CHARACTER_TOOL_ANIMATION_DATA
#SCENE 0 42 30 160 38

#OBJECT 0
	*NodeName swat:Hips
	*ANIMATION 0 42 0
		1440    -0.6910     0.1359    -0.7100     0.3483
		1600    -0.6784     0.1759    -0.7133     0.3405
		1760    -0.6619     0.2208    -0.7163     0.3329
		1920    -0.6420     0.2669    -0.7187     0.3264
		2080    -0.6200     0.3100    -0.7208     0.3217
		2240    -0.5979     0.3454    -0.7234     0.3194
		2400    -0.5784     0.3686    -0.7277     0.3196
		2560    -0.5615     0.3760    -0.7371     0.3238
		2720    -0.5460     0.3715    -0.7509     0.3315
		2880    -0.5327     0.3623    -0.7648     0.3404
		3040    -0.5221     0.3550    -0.7755     0.3479
		3200    -0.5142     0.3543    -0.7810     0.3521
		3360    -0.5076     0.3574    -0.7840     0.3545
		3520    -0.5021     0.3622    -0.7853     0.3557
		3680    -0.4978     0.3680    -0.7854     0.3561
		3840    -0.4949     0.3736    -0.7845     0.3559
		4000    -0.4936     0.3782    -0.7832     0.3552
		4160    -0.4941     0.3807    -0.7816     0.3544
		4320    -0.4967     0.3801    -0.7803     0.3537
		4480    -0.5012     0.3768    -0.7790     0.3530
		4640    -0.5075     0.3720    -0.7772     0.3521
		4800    -0.5152     0.3657    -0.7751     0.3509
		4960    -0.5242     0.3582    -0.7726     0.3496
		5120    -0.5343     0.3496    -0.7696     0.3482
		5280    -0.5452     0.3400    -0.7663     0.3467
		5440    -0.5568     0.3296    -0.7624     0.3452
		5600    -0.5688     0.3187    -0.7582     0.3438
		5760    -0.5810     0.3073    -0.7536     0.3424
		5920    -0.5933     0.2957    -0.7487     0.3411
		6080    -0.6053     0.2841    -0.7436     0.3399
		6240    -0.6169     0.2727    -0.7383     0.3388
		6400    -0.6279     0.2617    -0.7329     0.3379
		6560    -0.6382     0.2514    -0.7277     0.3371

#OBJECT 5
	*NodeName swat:Neck1
	*ANIMATION 0 0 0

#OBJECT 6
	*NodeName swat:Head
	*ANIMATION 0 0 0

#OBJECT 7
	*NodeName swat:HeadTop_End
	*ANIMATION 0 0 0

#OBJECT 8
	*NodeName swat:LeftShoulder
	*ANIMATION 0 42 0
		0    -0.0899     0.7359     0.6711     0.3033
		160    -0.0900     0.7410     0.6654     0.2953
		320    -0.0900     0.7481     0.6574     0.2852
		480    -0.0897     0.7525     0.6525     0.2837
		640    -0.0891     0.7538     0.6510     0.2915
		800    -0.0887     0.7551     0.6495     0.2977
		960    -0.0887     0.7551     0.6496     0.2980
		1120    -0.0891     0.7538     0.6511     0.2920
		1280    -0.0897     0.7557     0.6488     0.2803
		1440    -0.0901     0.7581     0.6458     0.2709
		1600    -0.0906     0.7594     0.6443     0.2607
		1760    -0.0912     0.7653     0.6372     0.2447
		1920    -0.0912     0.7731     0.6277     0.2379
		2080    -0.0908     0.7757     0.6245     0.2414
		2240    -0.0904     0.7792     0.6202     0.2433
		2400    -0.0900     0.7874     0.6098     0.2395
		2560    -0.0901     0.7924     0.6033     0.2349
		2720    -0.0905     0.7877     0.6094     0.2357
		2880    -0.0907     0.7780     0.6217     0.2439
		3040    -0.0905     0.7723     0.6288     0.2520
		3200    -0.0906     0.7688     0.6330     0.2555
		3360    -0.0911     0.7631     0.6398     0.2572
		3520    -0.0915     0.7555     0.6488     0.2617
		3680    -0.0916     0.7468     0.6587     0.2706
		3840    -0.0916     0.7404     0.6659     0.2778
		4000    -0.0919     0.7386     0.6679     0.2767
		4160    -0.0921     0.7399     0.6664     0.2734
		4320    -0.0912     0.7433     0.6627     0.2810
		4480    -0.0903     0.7431     0.6630     0.2919
		4640    -0.0905     0.7367     0.6702     0.2948
		4800    -0.0910     0.7295     0.6778     0.2960
		4960    -0.0912     0.7237     0.6841     0.3010
		5120    -0.0908     0.7221     0.6858     0.3074
		5280    -0.0900     0.7284     0.6792     0.3089
		5440    -0.0893     0.7385     0.6684     0.3035
		5600    -0.0891     0.7439     0.6624     0.2978
		5760    -0.0892     0.7431     0.6633     0.2964
		5920    -0.0894     0.7406     0.6659     0.2984
		6080    -0.0897     0.7371     0.6698     0.3020
		6240    -0.0900     0.7333     0.6740     0.3050
		6400    -0.0901     0.7330     0.6742     0.3054
		6560    -0.0899     0.7359     0.6711     0.3033

#OBJECT 9
	*NodeName swat:LeftArm
	*ANIMATION 0 42 0
		0     0.7030     0.4813     0.5236     1.0898
		160     0.6989     0.4891     0.5218     1.0842
		320     0.6920     0.4955     0.5250     1.0825
		480     0.6902     0.4971     0.5259     1.0768
		640     0.6939     0.4935     0.5243     1.0694
		800     0.6961     0.4896     0.5251     1.0658
		960     0.6941     0.4906     0.5267     1.0637
		1120     0.6889     0.4966     0.5280     1.0629
		1280     0.6817     0.5029     0.5313     1.0660
		1440     0.6755     0.5075     0.5350     1.0663
		1600     0.6687     0.5152     0.5361     1.0619
		1760     0.6611     0.5242     0.5368     1.0603
		1920     0.6664     0.5218     0.5326     1.0607
		2080     0.6830     0.5092     0.5236     1.0608
		2240     0.7003     0.4953     0.5141     1.0613
		2400     0.7127     0.4866     0.5052     1.0617
		2560     0.7231     0.4835     0.4933     1.0552
		2720     0.7353     0.4778     0.4807     1.0430
		2880     0.7508     0.4671     0.4669     1.0341
		3040     0.7627     0.4620     0.4525     1.0305
		3200     0.7682     0.4643     0.4408     1.0297
		3360     0.7703     0.4689     0.4322     1.0303
		3520     0.7721     0.4725     0.4250     1.0299
		3680     0.7744     0.4755     0.4175     1.0246
		3840     0.7733     0.4826     0.4113     1.0181
		4000     0.7667     0.4939     0.4101     1.0199
		4160     0.7579     0.5063     0.4114     1.0227
		4320     0.7555     0.5106     0.4104     1.0160
		4480     0.7547     0.5135     0.4083     1.0036
		4640     0.7473     0.5263     0.4057     0.9927
		4800     0.7398     0.5367     0.4059     0.9886
		4960     0.7356     0.5411     0.4075     0.9886
		5120     0.7333     0.5383     0.4154     0.9907
		5280     0.7301     0.5286     0.4331     0.9996
		5440     0.7245     0.5158     0.4573     1.0141
		5600     0.7190     0.5027     0.4798     1.0283
		5760     0.7148     0.4934     0.4955     1.0415
		5920     0.7120     0.4879     0.5050     1.0542
		6080     0.7115     0.4842     0.5093     1.0680
		6240     0.7111     0.4807     0.5131     1.0816
		6400     0.7085     0.4776     0.5196     1.0911
		6560     0.7030     0.4813     0.5236     1.0898

#OBJECT 10
	*NodeName swat:LeftForeArm
	*ANIMATION 0 42 0
		0    -0.0000    -0.0000     1.0000     1.0552
		160    -0.0000    -0.0000     1.0000     1.0643
		320    -0.0000     0.0000     1.0000     1.0682
		480     0.0000     0.0000     1.0000     1.0753
		640    -0.0000    -0.0000     1.0000     1.0845
		800    -0.0000     0.0000     1.0000     1.0900
		960    -0.0000    -0.0000     1.0000     1.0928
		1120    -0.0000    -0.0000     1.0000     1.0954
		1280    -0.0000     0.0000     1.0000     1.0978
		1440    -0.0000    -0.0000     1.0000     1.1015
		1600     0.0000     0.0000     1.0000     1.1081
		1760    -0.0000    -0.0000     1.0000     1.1166
		1920     0.0000    -0.0000     1.0000     1.1336
		2080    -0.0000    -0.0000     1.0000     1.1570
		2240     0.0000     0.0000     1.0000     1.1793
		2400     0.0000     0.0000     1.0000     1.2023
		2560    -0.0000    -0.0000     1.0000     1.2368
		2720     0.0000     0.0000     1.0000     1.2618
		2880     0.0000     0.0000     1.0000     1.2797
		3040    -0.0000    -0.0000     1.0000     1.2970
		3200     0.0000     0.0000     1.0000     1.3081
		3360    -0.0000    -0.0000     1.0000     1.3103
		3520    -0.0000    -0.0000     1.0000     1.3079
		3680    -0.0000    -0.0000     1.0000     1.3047
		3840    -0.0000    -0.0000     1.0000     1.2988
		4000     0.0000     0.0000     1.0000     1.2859
		4160    -0.0000    -0.0000     1.0000     1.2694
		4320     0.0000     0.0000     1.0000     1.2650
		4480    -0.0000    -0.0000     1.0000     1.2610
		4640    -0.0000    -0.0000     1.0000     1.2551
		4800    -0.0000    -0.0000     1.0000     1.2482
		4960    -0.0000    -0.0000     1.0000     1.2411
		5120    -0.0000    -0.0000     1.0000     1.2306
		5280     0.0000     0.0000     1.0000     1.2134
		5440     0.0000     0.0000     1.0000     1.1905
		5600     0.0000     0.0000     1.0000     1.1656
		5760     0.0000     0.0000     1.0000     1.1413
		5920     0.0000     0.0000     1.0000     1.1200
		6080     0.0000     0.0000     1.0000     1.1021
		6240     0.0000     0.0000     1.0000     1.0849
		6400    -0.0000    -0.0000     1.0000     1.0676
		6560    -0.0000    -0.0000     1.0000     1.0552

#OBJECT 11
	*NodeName swat:LeftHand
	*ANIMATION 0 42 0
		0    -0.9788     0.0627     0.1948     4.0352
		160    -0.9786     0.0616     0.1962     4.0428
		320    -0.9787     0.0600     0.1965     4.0474
		480    -0.9782     0.0597     0.1991     4.0524
		640    -0.9770     0.0608     0.2044     4.0601
		800    -0.9759     0.0620     0.2094     4.0686
		960    -0.9753     0.0634     0.2114     4.0730
		1120    -0.9753     0.0654     0.2109     4.0733
		1280    -0.9755     0.0677     0.2091     4.0723
		1440    -0.9763     0.0701     0.2046     4.0676
		1600    -0.9774     0.0728     0.1984     4.0586
		1760    -0.9779     0.0765     0.1943     4.0483
		1920    -0.9766     0.0827     0.1987     4.0426
		2080    -0.9739     0.0910     0.2078     4.0389
		2240    -0.9712     0.0991     0.2169     4.0338
		2400    -0.9688     0.1070     0.2234     4.0258
		2560    -0.9665     0.1183     0.2276     4.0146
		2720    -0.9653     0.1261     0.2288     4.0000
		2880    -0.9638     0.1320     0.2317     3.9893
		3040    -0.9623     0.1371     0.2348     3.9854
		3200    -0.9619     0.1393     0.2351     3.9836
		3360    -0.9627     0.1380     0.2327     3.9821
		3520    -0.9639     0.1346     0.2296     3.9822
		3680    -0.9653     0.1304     0.2263     3.9830
		3840    -0.9671     0.1250     0.2216     3.9857
		4000    -0.9688     0.1188     0.2176     3.9915
		4160    -0.9705     0.1121     0.2136     3.9974
		4320    -0.9708     0.1098     0.2132     4.0022
		4480    -0.9713     0.1080     0.2118     4.0034
		4640    -0.9724     0.1066     0.2073     4.0004
		4800    -0.9732     0.1064     0.2037     3.9966
		4960    -0.9735     0.1071     0.2022     3.9943
		5120    -0.9736     0.1075     0.2012     3.9908
		5280    -0.9734     0.1070     0.2024     3.9911
		5440    -0.9732     0.1051     0.2047     3.9955
		5600    -0.9734     0.1018     0.2054     3.9985
		5760    -0.9744     0.0967     0.2030     4.0006
		5920    -0.9754     0.0908     0.2009     4.0051
		6080    -0.9756     0.0847     0.2025     4.0185
		6240    -0.9759     0.0779     0.2036     4.0326
		6400    -0.9772     0.0702     0.2004     4.0379
		6560    -0.9788     0.0627     0.1948     4.0352

#OBJECT 12
	*NodeName swat:LeftInHandThumb
	*ANIMATION 0 0 0

#OBJECT 13
	*NodeName swat:LeftHandThumb1
	*ANIMATION 0 0 0

#OBJECT 14
	*NodeName swat:LeftHandThumb2_End
	*ANIMATION 0 0 0

#OBJECT 15
	*NodeName swat:LeftHandIndex1
	*ANIMATION 0 0 0

#OBJECT 16
	*NodeName swat:LeftHandIndex2
	*ANIMATION 0 0 0

#OBJECT 17
	*NodeName swat:LeftHandIndex3_End
	*ANIMATION 0 0 0

#OBJECT 18
	*NodeName swat:RightShoulder
	*ANIMATION 0 42 0
		0    -0.0806    -0.9134    -0.3990     0.2269
		160    -0.0804    -0.9156    -0.3941     0.2247
		320    -0.0806    -0.9165    -0.3917     0.2212
		480    -0.0807    -0.9173    -0.3899     0.2179
		640    -0.0811    -0.9166    -0.3915     0.2151
		800    -0.0815    -0.9146    -0.3962     0.2146
		960    -0.0815    -0.9128    -0.4003     0.2174
		1120    -0.0810    -0.9119    -0.4023     0.2238
		1280    -0.0804    -0.9124    -0.4014     0.2295
		1440    -0.0800    -0.9137    -0.3985     0.2319
		1600    -0.0796    -0.9139    -0.3981     0.2354
		1760    -0.0795    -0.9114    -0.4039     0.2404
		1920    -0.0800    -0.9068    -0.4139     0.2432
		2080    -0.0803    -0.9042    -0.4194     0.2444
		2240    -0.0806    -0.9038    -0.4203     0.2429
		2400    -0.0812    -0.9001    -0.4280     0.2422
		2560    -0.0816    -0.8935    -0.4417     0.2510
		2720    -0.0810    -0.8925    -0.4436     0.2614
		2880    -0.0803    -0.8977    -0.4333     0.2618
		3040    -0.0804    -0.9009    -0.4266     0.2547
		3200    -0.0810    -0.9011    -0.4261     0.2462
		3360    -0.0816    -0.9014    -0.4252     0.2387
		3520    -0.0819    -0.9028    -0.4223     0.2325
		3680    -0.0820    -0.9046    -0.4183     0.2284
		3840    -0.0820    -0.9066    -0.4140     0.2247
		4000    -0.0823    -0.9071    -0.4127     0.2206
		4160    -0.0826    -0.9047    -0.4180     0.2203
		4320    -0.0828    -0.9018    -0.4241     0.2219
		4480    -0.0827    -0.9046    -0.4181     0.2174
		4640    -0.0824    -0.9103    -0.4057     0.2103
		4800    -0.0824    -0.9120    -0.4018     0.2071
		4960    -0.0823    -0.9148    -0.3953     0.2026
		5120    -0.0816    -0.9218    -0.3791     0.1970
		5280    -0.0808    -0.9254    -0.3703     0.1987
		5440    -0.0803    -0.9240    -0.3740     0.2069
		5600    -0.0800    -0.9231    -0.3760     0.2125
		5760    -0.0798    -0.9229    -0.3767     0.2146
		5920    -0.0800    -0.9200    -0.3836     0.2179
		6080    -0.0804    -0.9154    -0.3944     0.2226
		6240    -0.0807    -0.9119    -0.4024     0.2261
		6400    -0.0808    -0.9114    -0.4034     0.2270
		6560    -0.0806    -0.9134    -0.3990     0.2269

#OBJECT 19
	*NodeName swat:RightArm
	*ANIMATION 0 42 0
		0    -0.0350    -0.4054    -0.9135     1.3332
		160    -0.0478    -0.4110    -0.9104     1.3357
		320    -0.0569    -0.4157    -0.9077     1.3380
		480    -0.0651    -0.4205    -0.9049     1.3402
		640    -0.0716    -0.4234    -0.9031     1.3400
		800    -0.0763    -0.4246    -0.9021     1.3361
		960    -0.0797    -0.4261    -0.9012     1.3292
		1120    -0.0821    -0.4291    -0.8995     1.3211
		1280    -0.0822    -0.4337    -0.8973     1.3160
		1440    -0.0815    -0.4375    -0.8955     1.3119
		1600    -0.0827    -0.4387    -0.8948     1.3063
		1760    -0.0819    -0.4375    -0.8955     1.3022
		1920    -0.0752    -0.4315    -0.8990     1.3057
		2080    -0.0637    -0.4221    -0.9043     1.3147
		2240    -0.0516    -0.4142    -0.9087     1.3304
		2400    -0.0409    -0.4100    -0.9112     1.3444
		2560    -0.0342    -0.4088    -0.9120     1.3448
		2720    -0.0294    -0.4095    -0.9118     1.3482
		2880    -0.0235    -0.4107    -0.9115     1.3617
		3040    -0.0200    -0.4102    -0.9118     1.3729
		3200    -0.0190    -0.4084    -0.9126     1.3799
		3360    -0.0191    -0.4069    -0.9133     1.3860
		3520    -0.0214    -0.4076    -0.9129     1.3910
		3680    -0.0269    -0.4110    -0.9113     1.3931
		3840    -0.0355    -0.4150    -0.9091     1.3925
		4000    -0.0418    -0.4169    -0.9080     1.3929
		4160    -0.0481    -0.4182    -0.9071     1.3903
		4320    -0.0557    -0.4217    -0.9050     1.3828
		4480    -0.0632    -0.4280    -0.9016     1.3813
		4640    -0.0696    -0.4345    -0.8980     1.3805
		4800    -0.0709    -0.4361    -0.8971     1.3749
		4960    -0.0682    -0.4361    -0.8973     1.3708
		5120    -0.0620    -0.4364    -0.8976     1.3708
		5280    -0.0530    -0.4363    -0.8982     1.3691
		5440    -0.0432    -0.4374    -0.8982     1.3658
		5600    -0.0338    -0.4379    -0.8984     1.3645
		5760    -0.0268    -0.4336    -0.9007     1.3613
		5920    -0.0231    -0.4257    -0.9046     1.3535
		6080    -0.0239    -0.4170    -0.9086     1.3436
		6240    -0.0261    -0.4096    -0.9119     1.3357
		6400    -0.0280    -0.4053    -0.9138     1.3327
		6560    -0.0350    -0.4054    -0.9135     1.3332

#OBJECT 20
	*NodeName swat:RightForeArm
	*ANIMATION 0 42 0
		0     0.0000    -0.0000    -1.0000     1.6944
		160     0.0000    -0.0000    -1.0000     1.6976
		320     0.0000    -0.0000    -1.0000     1.7020
		480     0.0000    -0.0000    -1.0000     1.7063
		640     0.0000    -0.0000    -1.0000     1.7105
		800     0.0000    -0.0000    -1.0000     1.7149
		960    -0.0000     0.0000    -1.0000     1.7200
		1120     0.0000    -0.0000    -1.0000     1.7261
		1280    -0.0000     0.0000    -1.0000     1.7319
		1440    -0.0000     0.0000    -1.0000     1.7361
		1600     0.0000    -0.0000    -1.0000     1.7408
		1760     0.0000    -0.0000    -1.0000     1.7469
		1920    -0.0000     0.0000    -1.0000     1.7522
		2080     0.0000    -0.0000    -1.0000     1.7551
		2240    -0.0000     0.0000    -1.0000     1.7543
		2400     0.0000    -0.0000    -1.0000     1.7560
		2560     0.0000    -0.0000    -1.0000     1.7692
		2720     0.0000    -0.0000    -1.0000     1.7744
		2880     0.0000     0.0000    -1.0000     1.7711
		3040     0.0000    -0.0000    -1.0000     1.7695
		3200     0.0000    -0.0000    -1.0000     1.7680
		3360     0.0000    -0.0000    -1.0000     1.7635
		3520     0.0000    -0.0000    -1.0000     1.7576
		3680     0.0000    -0.0000    -1.0000     1.7523
		3840     0.0000    -0.0000    -1.0000     1.7465
		4000     0.0000    -0.0000    -1.0000     1.7387
		4160     0.0000     0.0000    -1.0000     1.7309
		4320     0.0000    -0.0000    -1.0000     1.7312
		4480     0.0000    -0.0000    -1.0000     1.7283
		4640     0.0000    -0.0000    -1.0000     1.7255
		4800    -0.0000     0.0000    -1.0000     1.7258
		4960     0.0000    -0.0000    -1.0000     1.7258
		5120    -0.0000     0.0000    -1.0000     1.7241
		5280    -0.0000    -0.0000    -1.0000     1.7221
		5440     0.0000    -0.0000    -1.0000     1.7200
		5600     0.0000    -0.0000    -1.0000     1.7157
		5760    -0.0000     0.0000    -1.0000     1.7102
		5920     0.0000    -0.0000    -1.0000     1.7065
		6080     0.0000    -0.0000    -1.0000     1.7038
		6240     0.0000    -0.0000    -1.0000     1.7010
		6400     0.0000    -0.0000    -1.0000     1.6974
		6560     0.0000    -0.0000    -1.0000     1.6944

#OBJECT 21
	*NodeName swat:RightHand
	*ANIMATION 0 42 0
		0     0.6943     0.1675     0.6999     0.9786
		160     0.6985     0.1868     0.6908     0.9702
		320     0.7003     0.2048     0.6839     0.9653
		480     0.7017     0.2212     0.6772     0.9620
		640     0.7050     0.2363     0.6687     0.9619
		800     0.7093     0.2487     0.6595     0.9643
		960     0.7116     0.2541     0.6551     0.9670
